estimulo_num,estimulo_label,stim_start_ms,stim_end_ms,tiempo_reaccion_ms,num_fijaciones,duracion_primera_fijacion_ms,duracion_promedio_fijaciones_ms,estado,archivo
7,P7 (Inf-Izq),12500.0,14500.0,300.0,2,1166.6669999999997,1683.3334999999988,reacción_normal,Venegas_intento_7_data
8,P8 (Inf-Cen),14500.0,16500.0,-166.66699999999946,1,2199.999999999998,2199.999999999998,anticipación,Venegas_intento_7_data
9,P9 (Inf-Der),16500.0,18500.0,200.0,2,1733.3329999999987,1966.6664999999985,reacción_normal,Venegas_intento_7_data
1,P1 (Sup-Izq),500.0,2500.0,600.0,2,366.6669999999999,516.6665,reacción_lenta,Venegas_intento_8_data
2,P2 (Sup-Cen),2500.0,4500.0,866.6669999999999,3,300.0,499.9996666666666,reacción_lenta,Venegas_intento_8_data
3,P3 (Sup-Der),4500.0,6500.0,-33.33299999999963,3,533.3329999999996,566.6666666666666,anticipación_leve,Venegas_intento_8_data
4,P4 (Med-Izq),6500.0,8500.0,333.33299999999963,2,1233.3340000000007,833.3339999999998,reacción_lenta,Venegas_intento_8_data
5,P5 (Med-Cen),8500.0,10500.0,-266.66699999999946,2,433.3339999999989,683.3334999999997,anticipación,Venegas_intento_8_data
6,P6 (Med-Der),10500.0,12500.0,300.0,1,1466.6669999999997,1466.6669999999997,reacción_normal,Venegas_intento_8_data
7,P7 (Inf-Izq),12500.0,14500.0,100.0,2,866.6669999999995,1533.3334999999997,reacción_rápida,Venegas_intento_8_data
8,P8 (Inf-Cen),14500.0,16500.0,,1,,2200.0,sin_respuesta,Venegas_intento_8_data
9,P9 (Inf-Der),16500.0,18500.0,200.0,1,1766.6670000000013,1766.6670000000013,reacción_normal,Venegas_intento_8_data
1,P1 (Sup-Izq),500.0,2500.0,0.0,3,833.3330000000001,855.5553333333334,reacción_rápida,Venegas_intento_2_data
