timestamp_unix,relative_time_s,stimulus_x,stimulus_y,frame_idx
1764954056.9807,0.0000,320,180,0
1764954057.0158,0.0352,320,180,1
1764954057.0479,0.0673,320,180,2
1764954057.0827,0.1020,320,180,3
1764954057.1147,0.1341,320,180,4
1764954057.1478,0.1672,320,180,5
1764954057.1802,0.1996,320,180,6
1764954057.2162,0.2355,320,180,7
1764954057.2486,0.2680,320,180,8
1764954057.2819,0.3012,320,180,9
1764954057.3166,0.3360,320,180,10
1764954057.3488,0.3681,320,180,11
1764954057.3802,0.3995,320,180,12
1764954057.4156,0.4350,320,180,13
1764954057.4488,0.4681,320,180,14
1764954057.4798,0.4992,320,180,15
1764954057.5158,0.5352,320,180,16
1764954057.5487,0.5681,320,180,17
1764954057.5804,0.5997,320,180,18
1764954057.6167,0.6360,320,180,19
1764954057.6481,0.6675,320,180,20
1764954057.6797,0.6990,320,180,21
1764954057.7157,0.7350,320,180,22
1764954057.7488,0.7681,320,180,23
1764954057.7805,0.7999,320,180,24
1764954057.8166,0.8360,320,180,25
1764954057.8483,0.8677,320,180,26
1764954057.8822,0.9016,320,180,27
1764954057.9167,0.9360,320,180,28
1764954057.9479,0.9673,320,180,29
1764954057.9806,1.0000,320,180,30
1764954058.0160,1.0353,320,180,31
1764954058.0463,1.0657,320,180,32
1764954058.0807,1.1000,320,180,33
1764954058.1161,1.1354,320,180,34
1764954058.1486,1.1679,320,180,35
1764954058.1800,1.1993,320,180,36
1764954058.2162,1.2356,320,180,37
1764954058.2488,1.2682,320,180,38
1764954058.2808,1.3001,320,180,39
1764954058.3157,1.3350,320,180,40
1764954058.3482,1.3675,320,180,41
1764954058.3799,1.3992,320,180,42
1764954058.4161,1.4354,320,180,43
1764954058.4467,1.4661,320,180,44
1764954058.4797,1.4991,320,180,45
1764954058.5160,1.5353,320,180,46
1764954058.5480,1.5673,320,180,47
1764954058.5803,1.5996,320,180,48
1764954058.6150,1.6343,320,180,49
1764954058.6487,1.6680,320,180,50
1764954058.6807,1.7001,320,180,51
1764954058.7161,1.7354,320,180,52
1764954058.7478,1.7672,320,180,53
1764954058.7818,1.8011,320,180,54
1764954058.8168,1.8362,320,180,55
1764954058.8480,1.8673,320,180,56
1764954058.8805,1.8999,320,180,57
1764954058.9159,1.9353,320,180,58
1764954058.9480,1.9674,320,180,59
1764954058.9800,1.9994,960,180,60
1764954059.0148,2.0341,960,180,61
1764954059.0485,2.0679,960,180,62
1764954059.0808,2.1001,960,180,63
1764954059.1167,2.1360,960,180,64
1764954059.1486,2.1679,960,180,65
1764954059.1808,2.2001,960,180,66
1764954059.2157,2.2351,960,180,67
1764954059.2487,2.2681,960,180,68
1764954059.2798,2.2992,960,180,69
1764954059.3150,2.3344,960,180,70
