,archivo,duracion_total_seg,conteo_fijaciones,conteo_sacadicos,frecuencia_fijaciones_hz,frecuencia_sacadicos_hz,duracion_media_fij_ms,duracion_media_sac_ms,amplitud_media_sac_deg,vel_media_fij_deg_s,vel_media_sac_deg_s,total_archivos_procesados
0,ManuelMal_intento_3_ROI_640x480_data,13.166667,10.0,8.0,0.7594936516583886,0.6075949213267109,1149.9998999999998,91.66662499999978,18.159694635869272,5.787753186568184,84.20344409027365,
1,ManuelMal_intento_4_ROI_640x480_data,13.166667,9.0,9.0,0.6835442864925497,0.6835442864925497,1292.5922222222225,74.07388888888914,14.102582294919145,5.091569737945981,74.30124019992061,
2,ManuelMal_intento_2_ROI_640x480_data,11.966667,9.0,9.0,0.7520891155406932,0.7520891155406932,1137.0369999999998,96.29633333333328,7.468773843824995,4.763835809050676,83.35804204433909,
3,ManuelMal_intento_5_ROI_640x480_data,13.533333,9.0,9.0,0.6650246469217893,0.6650246469217893,1299.9998888888888,96.29622222222234,7.59597126721164,5.218827457727411,78.44325522666713,
4,ManuelMal_intento_1_ROI_640x480_data,14.6,10.0,11.0,0.684931506849315,0.7534246575342466,1253.3334,99.9999090909089,13.273820301163461,5.009641381560702,82.93294196432826,
PROMEDIO_GENERAL,,13.2866668,9.4,9.2,0.7090166414925472,0.692335525563198,1226.5924822222223,91.66659570707068,12.120168468597702,5.174325514570591,80.64778470510575,5.0
