participante,video,ms_vmax,std_saccade_amplitude,std_saccade_peak_velocity,ms_c,mean_fixation_duration,mean_saccade_duration,mean_saccade_q_ratio
Victoria,Victoria_9_puntos_intento_10,679.4335971799344,2.9979715592627336,65.77757336292473,16.267740756721974,0.031144084745762714,0.021515991525423727,1.0840002959591688
Victoria,Victoria_9_puntos_intento_1,636.9259377897731,3.0185203430672574,66.87460359367539,14.874586320806745,0.03508510510510511,0.020983915662650596,1.0881092843878761
Victoria,Victoria_9_puntos_intento_2,582.5232963924409,2.9424764734954465,63.959940356116626,12.271651420449547,0.035325565597667544,0.01902331778425665,1.0584819567325185
Victoria,Victoria_9_puntos_intento_3,520.0709773899816,3.281939893967319,67.59978238613049,10.205168124749138,0.038610253918495284,0.019827573667711613,1.0795822886392683
Victoria,Victoria_9_puntos_intento_4,622.016933280898,3.021921708172788,68.09808061641606,13.500356076042875,0.03686480487804874,0.020030614678899123,1.0707036364641025
Victoria,Victoria_9_puntos_intento_5,640.616102656961,2.951964199299646,65.83827289509935,14.252502636960136,0.03231824362606234,0.020491011331444743,1.09561915887105
Victoria,Victoria_9_puntos_intento_6,603.003324310269,3.0333503611774852,61.80579295239094,14.820433130181733,0.034077372023809525,0.02149254626865672,1.0792236819784098
Victoria,Victoria_9_puntos_intento_7,583.1303939453578,3.2654528759912083,69.13887517207601,13.025525476729399,0.03611113761467893,0.020897018348623828,1.0895184434246714
Victoria,Victoria_9_puntos_intento_8,694.51589722795,3.212959446885985,66.54662469373608,17.817527095696878,0.035435417417417465,0.020545564564564522,1.0705804137820247
Victoria,Victoria_9_puntos_intento_9,636.7520338155847,3.068349150513879,64.87853192574322,14.491224525833294,0.03470992920353982,0.0201081622418879,1.0710563671068059
Victor,Victor_9_puntos_intento_10,642.3570945080601,4.278957317383644,84.29070216743332,13.07753375509997,0.044358536082474205,0.019798848275862087,1.073190641625411
Victor,Victor_9_puntos_intento_1,674.5847367453507,3.7259674671281204,85.33612347730931,13.231519744824729,0.039052816770186356,0.018840559006211153,1.0782871237032614
Victor,Victor_9_puntos_intento_2,679.9959592047551,4.182554692360691,84.58371234562507,14.506488107702296,0.04324855593220342,0.0199435355932203,1.0810849725143619
Victor,Victor_9_puntos_intento_3,667.7440042638952,4.033724347324968,87.77391337305819,12.90851036409276,0.04055905696202537,0.01845993037974678,1.0874674129973052
Victor,Victor_9_puntos_intento_4,634.1648826734056,4.306665565354944,87.72147379575543,12.07991565173543,0.04960170588235291,0.01900370110701111,1.0782895892176658
Victor,Victor_9_puntos_intento_5,649.0797241756828,4.273603882500303,88.6282543815775,11.862745441102144,0.044248030303030296,0.01858108783783784,1.0864914445836829
