Video,Frame,Timestamp_s,Face_Detected,ROI_Valid,Iris_Center_X_Original,Iris_Center_Y_Original,Iris_Left_X_Original,Iris_Left_Y_Original,Iris_Right_X_Original,Iris_Right_Y_Original,Iris_Center_X_ROI,Iris_Center_Y_ROI,Iris_Left_X_ROI,Iris_Left_Y_ROI,Iris_Right_X_ROI,Iris_Right_Y_ROI,Iris_Diameter_px_ROI,Video_FPS
Data_Victor_2.avi,130,4.3333,True,True,730,331,740,331,720,331,227,126,281,126,172,126,109,30.0
Data_Victor_2.avi,131,4.3667,True,True,730,331,740,332,721,331,227,123,281,129,178,123,103,30.0
Data_Victor_2.avi,132,4.4,True,True,730,331,740,332,721,331,227,123,281,129,178,123,103,30.0
Data_Victor_2.avi,133,4.4333,True,True,730,331,740,332,721,331,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,134,4.4667,True,True,731,331,741,332,722,331,227,126,281,132,178,126,103,30.0
Data_Victor_2.avi,135,4.5,True,True,731,331,741,331,722,331,224,126,277,126,176,126,101,30.0
Data_Victor_2.avi,136,4.5333,True,True,732,331,741,331,723,331,229,126,277,126,181,126,96,30.0
Data_Victor_2.avi,137,4.5667,True,True,732,331,742,331,723,331,229,126,282,126,181,126,101,30.0
Data_Victor_2.avi,138,4.6,True,True,732,331,742,332,723,331,227,126,281,132,178,126,103,30.0
Data_Victor_2.avi,139,4.6333,True,True,732,330,742,331,723,330,229,120,282,126,181,120,101,30.0
Data_Victor_2.avi,140,4.6667,True,True,732,331,742,332,723,331,229,126,282,132,181,126,101,30.0
Data_Victor_2.avi,141,4.7,True,True,732,331,742,332,723,331,227,126,281,132,178,126,103,30.0
Data_Victor_2.avi,142,4.7333,True,True,732,331,742,331,723,331,227,126,281,126,178,126,103,30.0
Data_Victor_2.avi,143,4.7667,True,True,732,331,742,332,723,331,229,126,282,132,181,126,101,30.0
Data_Victor_2.avi,144,4.8,True,True,732,331,742,332,723,331,227,120,281,126,178,120,103,30.0
Data_Victor_2.avi,145,4.8333,True,True,732,331,742,332,722,331,224,123,277,129,170,123,107,30.0
Data_Victor_2.avi,146,4.8667,True,True,732,331,742,332,723,331,224,120,277,126,176,120,101,30.0
Data_Victor_2.avi,147,4.9,True,True,732,331,742,332,723,331,227,120,281,126,178,120,103,30.0
Data_Victor_2.avi,148,4.9333,True,True,732,331,742,332,722,331,224,126,277,132,170,126,107,30.0
Data_Victor_2.avi,149,4.9667,True,True,732,331,742,332,723,331,224,123,277,129,176,123,101,30.0
Data_Victor_2.avi,150,5.0,True,True,732,331,742,332,723,331,221,120,275,126,172,120,103,30.0
Data_Victor_2.avi,151,5.0333,True,True,732,331,742,332,723,331,221,120,275,126,172,120,103,30.0
Data_Victor_2.avi,152,5.0667,True,True,732,332,742,332,723,332,221,126,275,126,172,126,103,30.0
Data_Victor_2.avi,153,5.1,True,True,732,331,742,332,723,331,221,120,275,126,172,120,103,30.0
Data_Victor_2.avi,154,5.1333,True,True,732,331,742,332,723,331,221,120,275,126,172,120,103,30.0
Data_Victor_2.avi,155,5.1667,True,True,732,331,742,332,723,331,221,120,275,126,172,120,103,30.0
Data_Victor_2.avi,156,5.2,True,True,732,331,742,332,723,331,221,120,275,126,172,120,103,30.0
Data_Victor_2.avi,157,5.2333,True,True,732,331,742,332,723,331,221,123,275,129,172,123,103,30.0
Data_Victor_2.avi,158,5.2667,True,True,732,331,742,332,723,331,221,120,275,126,172,120,103,30.0
Data_Victor_2.avi,159,5.3,True,True,733,331,742,332,724,331,227,120,275,126,178,120,97,30.0
Data_Victor_2.avi,160,5.3333,True,True,732,331,742,332,723,331,221,120,275,126,172,120,103,30.0
Data_Victor_2.avi,161,5.3667,True,True,733,331,743,332,723,331,227,123,281,129,172,123,109,30.0
Data_Victor_2.avi,162,5.4,True,True,733,331,742,332,724,331,227,120,275,126,178,120,97,30.0
Data_Victor_2.avi,163,5.4333,True,True,733,331,743,332,724,331,227,120,281,126,178,120,103,30.0
Data_Victor_2.avi,164,5.4667,True,True,733,332,743,333,724,331,227,126,281,132,178,120,103,30.0
Data_Victor_2.avi,165,5.5,True,True,733,332,743,333,724,332,224,126,279,132,175,126,104,30.0
Data_Victor_2.avi,166,5.5333,True,True,733,331,743,332,724,331,227,126,281,132,178,126,103,30.0
Data_Victor_2.avi,167,5.5667,True,True,733,332,743,332,724,332,221,126,275,126,172,126,103,30.0
Data_Victor_2.avi,168,5.6,True,True,733,332,743,333,724,332,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,169,5.6333,True,True,733,332,743,333,724,332,224,123,279,129,175,123,104,30.0
Data_Victor_2.avi,170,5.6667,True,True,733,332,743,333,724,332,221,123,275,129,172,123,103,30.0
Data_Victor_2.avi,171,5.7,True,True,733,332,743,333,724,332,221,123,275,129,172,123,103,30.0
Data_Victor_2.avi,172,5.7333,True,True,733,332,743,333,724,332,221,123,275,129,172,123,103,30.0
Data_Victor_2.avi,173,5.7667,True,True,733,332,743,333,724,332,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,174,5.8,True,True,733,331,743,332,723,331,224,120,277,126,170,120,107,30.0
Data_Victor_2.avi,175,5.8333,True,True,733,331,743,332,724,331,221,123,275,129,172,123,103,30.0
Data_Victor_2.avi,176,5.8667,True,True,733,332,742,333,724,332,227,126,275,132,178,126,97,30.0
Data_Victor_2.avi,177,5.9,True,True,732,331,742,332,723,331,221,120,275,126,172,120,103,30.0
Data_Victor_2.avi,178,5.9333,True,True,732,332,742,333,723,332,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,179,5.9667,True,True,732,332,742,333,722,332,224,126,277,132,170,126,107,30.0
Data_Victor_2.avi,180,6.0,True,True,732,332,742,333,722,332,224,123,277,129,170,123,107,30.0
Data_Victor_2.avi,181,6.0333,True,True,732,332,741,333,723,332,224,126,272,132,176,126,96,30.0
Data_Victor_2.avi,182,6.0667,True,True,731,332,741,332,722,332,221,126,275,126,172,126,103,30.0
Data_Victor_2.avi,183,6.1,True,True,731,332,741,333,722,332,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,184,6.1333,True,True,732,331,742,332,722,331,224,120,277,126,170,120,107,30.0
Data_Victor_2.avi,185,6.1667,True,True,731,332,741,333,721,332,224,126,277,132,170,126,107,30.0
Data_Victor_2.avi,186,6.2,True,True,726,332,737,333,716,332,208,122,266,128,154,122,112,30.0
Data_Victor_2.avi,187,6.2333,True,True,723,333,733,334,713,333,202,122,256,128,149,122,107,30.0
Data_Victor_2.avi,188,6.2667,True,True,722,334,733,334,711,334,202,128,261,128,144,128,117,30.0
Data_Victor_2.avi,189,6.3,True,True,722,334,733,334,711,334,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,190,6.3333,True,True,721,334,732,334,711,334,197,128,256,128,144,128,112,30.0
Data_Victor_2.avi,191,6.3667,True,True,721,334,732,334,711,334,194,128,252,128,142,128,110,30.0
Data_Victor_2.avi,192,6.4,True,True,721,334,732,334,711,334,194,126,252,126,142,126,110,30.0
Data_Victor_2.avi,193,6.4333,True,True,721,334,732,334,711,334,194,122,252,122,142,122,110,30.0
Data_Victor_2.avi,194,6.4667,True,True,721,334,732,334,710,334,197,126,256,126,138,126,118,30.0
Data_Victor_2.avi,195,6.5,True,True,721,334,732,334,710,334,197,126,256,126,138,126,118,30.0
Data_Victor_2.avi,196,6.5333,True,True,721,334,732,334,710,334,197,126,256,126,138,126,118,30.0
Data_Victor_2.avi,197,6.5667,True,True,721,334,732,334,710,334,200,126,257,126,142,126,115,30.0
Data_Victor_2.avi,198,6.6,True,True,721,334,732,334,710,334,200,126,257,126,142,126,115,30.0
Data_Victor_2.avi,199,6.6333,True,True,721,334,732,334,710,334,200,126,257,126,142,126,115,30.0
Data_Victor_2.avi,200,6.6667,True,True,721,334,732,335,710,334,200,122,257,128,142,122,115,30.0
Data_Victor_2.avi,201,6.7,True,True,720,334,731,334,710,334,194,126,252,126,142,126,110,30.0
Data_Victor_2.avi,202,6.7333,True,True,721,334,732,335,710,334,202,122,259,128,145,122,114,30.0
Data_Victor_2.avi,203,6.7667,True,True,720,334,731,334,709,334,200,126,257,126,142,126,115,30.0
Data_Victor_2.avi,204,6.8,True,True,721,334,732,334,710,334,202,122,259,122,145,122,114,30.0
Data_Victor_2.avi,205,6.8333,True,True,721,334,732,334,710,334,202,126,259,126,145,126,114,30.0
Data_Victor_2.avi,206,6.8667,True,True,721,334,732,335,710,334,202,122,259,128,145,122,114,30.0
Data_Victor_2.avi,207,6.9,True,True,721,334,732,334,710,334,202,126,259,126,145,126,114,30.0
Data_Victor_2.avi,208,6.9333,True,True,721,334,732,334,710,334,202,122,259,122,145,122,114,30.0
Data_Victor_2.avi,209,6.9667,True,True,721,335,732,335,710,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,210,7.0,True,True,721,335,732,335,710,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,211,7.0333,True,True,721,335,732,335,710,335,205,128,263,128,147,128,116,30.0
Data_Victor_2.avi,212,7.0667,True,True,721,335,732,335,710,335,202,128,259,128,145,128,114,30.0
Data_Victor_2.avi,213,7.1,True,True,721,335,732,335,710,335,202,128,259,128,145,128,114,30.0
Data_Victor_2.avi,214,7.1333,True,True,721,335,732,335,710,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,215,7.1667,True,True,721,335,732,335,710,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,216,7.2,True,True,721,335,732,335,710,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,217,7.2333,True,True,721,335,732,335,710,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,218,7.2667,True,True,721,335,732,335,710,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,219,7.3,True,True,721,335,732,335,710,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,220,7.3333,True,True,721,334,732,335,710,334,200,122,257,128,142,122,115,30.0
Data_Victor_2.avi,221,7.3667,True,True,721,334,732,335,711,334,197,122,254,128,145,122,109,30.0
Data_Victor_2.avi,222,7.4,True,True,721,334,732,335,711,334,200,122,257,128,147,122,110,30.0
Data_Victor_2.avi,223,7.4333,True,True,721,334,732,335,710,334,197,122,254,128,140,122,114,30.0
Data_Victor_2.avi,224,7.4667,True,True,722,334,733,335,711,334,202,122,259,128,145,122,114,30.0
Data_Victor_2.avi,225,7.5,True,True,722,335,733,335,711,335,202,128,259,128,145,128,114,30.0
Data_Victor_2.avi,226,7.5333,True,True,722,335,733,335,711,335,202,128,259,128,145,128,114,30.0
Data_Victor_2.avi,227,7.5667,True,True,722,335,733,335,711,335,202,128,259,128,145,128,114,30.0
Data_Victor_2.avi,228,7.6,True,True,722,335,733,335,711,335,202,128,259,128,145,128,114,30.0
Data_Victor_2.avi,229,7.6333,True,True,722,335,733,335,711,335,202,128,259,128,145,128,114,30.0
Data_Victor_2.avi,230,7.6667,True,True,722,335,733,335,711,335,202,128,259,128,145,128,114,30.0
Data_Victor_2.avi,231,7.7,True,True,722,335,733,335,711,335,202,128,259,128,145,128,114,30.0
Data_Victor_2.avi,232,7.7333,True,True,722,335,733,335,711,335,202,128,259,128,145,128,114,30.0
Data_Victor_2.avi,233,7.7667,True,True,722,335,733,335,711,335,202,128,259,128,145,128,114,30.0
Data_Victor_2.avi,234,7.8,True,True,722,335,733,335,711,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,235,7.8333,True,True,722,335,733,335,711,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,236,7.8667,True,True,722,335,733,335,711,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,237,7.9,True,True,722,335,733,335,711,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,238,7.9333,True,True,722,335,733,335,711,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,239,7.9667,True,True,722,335,733,335,711,335,197,128,254,128,140,128,114,30.0
Data_Victor_2.avi,240,8.0,True,True,722,335,733,335,711,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,241,8.0333,True,True,722,335,733,335,711,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,242,8.0667,True,True,722,335,733,335,711,335,200,128,257,128,142,128,115,30.0
Data_Victor_2.avi,243,8.1,True,True,724,335,735,336,714,335,202,126,259,132,150,126,109,30.0
Data_Victor_2.avi,244,8.1333,True,True,724,335,735,335,714,335,200,128,257,128,147,128,110,30.0
Data_Victor_2.avi,245,8.1667,True,True,725,335,736,335,715,335,205,132,263,132,152,132,111,30.0
Data_Victor_2.avi,246,8.2,True,True,725,334,736,335,715,334,202,122,259,128,150,122,109,30.0
Data_Victor_2.avi,247,8.2333,True,True,725,334,736,335,715,334,200,126,257,132,147,126,110,30.0
Data_Victor_2.avi,248,8.2667,True,True,725,334,736,335,715,334,200,126,257,132,147,126,110,30.0
Data_Victor_2.avi,249,8.3,True,True,726,334,737,335,716,334,205,126,263,132,152,126,111,30.0
Data_Victor_2.avi,250,8.3333,True,True,727,334,738,335,717,334,208,126,266,132,154,126,112,30.0
Data_Victor_2.avi,251,8.3667,True,True,727,334,738,335,717,334,207,126,264,132,155,126,109,30.0
Data_Victor_2.avi,252,8.4,True,True,727,334,738,335,717,334,207,126,264,132,155,126,109,30.0
Data_Victor_2.avi,253,8.4333,True,True,727,334,738,335,717,334,208,126,266,132,154,126,112,30.0
Data_Victor_2.avi,254,8.4667,True,True,727,335,737,335,717,335,208,126,261,126,154,126,107,30.0
Data_Victor_2.avi,255,8.5,True,True,727,334,737,335,717,334,208,126,261,132,154,126,107,30.0
Data_Victor_2.avi,256,8.5333,True,True,727,334,738,335,717,334,208,122,266,128,154,122,112,30.0
Data_Victor_2.avi,257,8.5667,True,True,727,334,738,335,717,334,208,126,266,132,154,126,112,30.0
Data_Victor_2.avi,258,8.6,True,True,727,334,738,335,717,334,208,122,266,128,154,122,112,30.0
Data_Victor_2.avi,259,8.6333,True,True,728,335,738,336,718,335,210,126,263,132,157,126,106,30.0
Data_Victor_2.avi,260,8.6667,True,True,728,335,739,336,718,335,208,126,266,132,154,126,112,30.0
Data_Victor_2.avi,261,8.7,True,True,728,335,739,336,718,335,208,126,266,132,154,126,112,30.0
Data_Victor_2.avi,262,8.7333,True,True,728,335,739,336,718,335,205,126,263,132,152,126,111,30.0
Data_Victor_2.avi,263,8.7667,True,True,728,335,739,336,718,335,205,126,263,132,152,126,111,30.0
Data_Victor_2.avi,264,8.8,True,True,728,335,739,336,718,335,208,126,266,132,154,126,112,30.0
Data_Victor_2.avi,265,8.8333,True,True,728,335,739,336,718,335,205,126,263,132,152,126,111,30.0
Data_Victor_2.avi,266,8.8667,True,True,728,335,739,336,718,335,208,126,266,132,154,126,112,30.0
Data_Victor_2.avi,267,8.9,True,True,728,335,738,336,718,335,208,126,261,132,154,126,107,30.0
Data_Victor_2.avi,268,8.9333,True,True,728,335,738,336,718,335,208,126,261,132,154,126,107,30.0
Data_Victor_2.avi,269,8.9667,True,True,727,335,738,336,717,335,205,126,263,132,152,126,111,30.0
Data_Victor_2.avi,270,9.0,True,True,727,335,738,336,717,335,205,122,263,128,152,122,111,30.0
Data_Victor_2.avi,271,9.0333,True,True,727,335,738,336,717,335,208,122,266,128,154,122,112,30.0
Data_Victor_2.avi,272,9.0667,True,True,727,335,738,336,717,335,208,122,266,128,154,122,112,30.0
Data_Victor_2.avi,273,9.1,True,True,727,335,738,336,717,335,208,122,266,128,154,122,112,30.0
Data_Victor_2.avi,274,9.1333,True,True,727,335,738,336,717,335,208,122,266,128,154,122,112,30.0
Data_Victor_2.avi,275,9.1667,True,True,727,336,738,336,717,336,205,128,263,128,152,128,111,30.0
Data_Victor_2.avi,276,9.2,True,True,727,335,738,336,717,335,205,122,263,128,152,122,111,30.0
Data_Victor_2.avi,277,9.2333,True,True,727,335,738,336,717,335,205,122,263,128,152,122,111,30.0
Data_Victor_2.avi,278,9.2667,True,True,727,335,738,336,717,335,205,122,263,128,152,122,111,30.0
Data_Victor_2.avi,279,9.3,True,True,727,335,738,336,717,335,205,122,263,128,152,122,111,30.0
Data_Victor_2.avi,280,9.3333,True,True,727,335,738,336,717,335,205,122,263,128,152,122,111,30.0
Data_Victor_2.avi,281,9.3667,True,True,727,335,738,336,717,335,205,122,263,128,152,122,111,30.0
Data_Victor_2.avi,282,9.4,True,True,727,335,738,336,717,335,205,122,263,128,152,122,111,30.0
Data_Victor_2.avi,283,9.4333,True,True,727,335,738,336,717,335,205,122,263,128,152,122,111,30.0
Data_Victor_2.avi,284,9.4667,True,True,728,336,738,336,718,336,210,128,263,128,157,128,106,30.0
Data_Victor_2.avi,285,9.5,True,True,727,336,738,336,717,336,205,128,263,128,152,128,111,30.0
Data_Victor_2.avi,286,9.5333,True,True,727,336,738,337,717,336,205,128,263,134,152,128,111,30.0
Data_Victor_2.avi,287,9.5667,True,True,728,336,738,337,718,336,210,128,263,134,157,128,106,30.0
Data_Victor_2.avi,288,9.6,True,True,727,336,738,337,717,336,202,126,259,132,150,126,109,30.0
Data_Victor_2.avi,289,9.6333,True,True,728,336,738,337,718,336,210,126,263,132,157,126,106,30.0
Data_Victor_2.avi,290,9.6667,True,True,727,336,738,337,717,336,205,126,263,132,152,126,111,30.0
Data_Victor_2.avi,291,9.7,True,True,727,336,738,337,717,336,205,128,263,134,152,128,111,30.0
Data_Victor_2.avi,292,9.7333,True,True,727,336,738,337,717,336,205,128,263,134,152,128,111,30.0
Data_Victor_2.avi,293,9.7667,True,True,727,336,738,337,717,336,205,128,263,134,152,128,111,30.0
Data_Victor_2.avi,294,9.8,True,True,727,336,738,337,717,336,205,126,263,132,152,126,111,30.0
Data_Victor_2.avi,295,9.8333,True,True,727,336,738,337,717,336,208,126,266,132,154,126,112,30.0
Data_Victor_2.avi,296,9.8667,True,True,727,336,737,337,717,336,210,126,263,132,157,126,106,30.0
Data_Victor_2.avi,297,9.9,True,True,727,336,737,337,717,336,210,126,263,132,157,126,106,30.0
Data_Victor_2.avi,298,9.9333,True,True,726,336,737,337,716,336,205,126,263,132,152,126,111,30.0
Data_Victor_2.avi,299,9.9667,True,True,726,336,737,337,716,336,205,126,263,132,152,126,111,30.0
Data_Victor_2.avi,300,10.0,True,True,726,336,737,337,716,336,205,128,263,134,152,128,111,30.0
Data_Victor_2.avi,301,10.0333,True,True,729,336,739,336,719,336,218,128,272,128,165,128,107,30.0
Data_Victor_2.avi,302,10.0667,True,True,730,335,740,336,721,335,221,122,275,128,172,122,103,30.0
Data_Victor_2.avi,303,10.1,True,True,730,335,740,336,721,335,221,122,275,128,172,122,103,30.0
Data_Victor_2.avi,304,10.1333,True,True,730,335,740,336,721,335,221,122,275,128,172,122,103,30.0
Data_Victor_2.avi,305,10.1667,True,True,731,335,741,336,721,335,224,122,277,128,170,122,107,30.0
Data_Victor_2.avi,306,10.2,True,True,731,335,741,336,722,335,221,122,275,128,172,122,103,30.0
Data_Victor_2.avi,307,10.2333,True,True,731,336,741,337,722,336,218,128,272,134,170,128,102,30.0
Data_Victor_2.avi,308,10.2667,True,True,731,336,741,337,722,336,218,128,272,134,170,128,102,30.0
Data_Victor_2.avi,309,10.3,True,True,732,336,742,337,723,336,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,310,10.3333,True,True,732,336,742,337,723,336,224,126,277,132,176,126,101,30.0
Data_Victor_2.avi,311,10.3667,True,True,732,336,742,337,723,336,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,312,10.4,True,True,733,337,742,337,724,337,227,128,275,128,178,128,97,30.0
Data_Victor_2.avi,313,10.4333,True,True,733,336,743,337,724,336,224,126,277,132,176,126,101,30.0
Data_Victor_2.avi,314,10.4667,True,True,733,336,743,337,724,336,227,126,281,132,178,126,103,30.0
Data_Victor_2.avi,315,10.5,True,True,733,337,743,337,724,337,224,126,277,126,176,126,101,30.0
Data_Victor_2.avi,316,10.5333,True,True,733,337,743,337,724,337,224,128,277,128,176,128,101,30.0
Data_Victor_2.avi,317,10.5667,True,True,733,337,743,338,724,337,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,318,10.6,True,True,733,337,743,338,724,337,221,132,275,138,172,132,103,30.0
Data_Victor_2.avi,319,10.6333,True,True,733,337,743,338,724,337,221,132,275,138,172,132,103,30.0
Data_Victor_2.avi,320,10.6667,True,True,733,337,743,338,724,337,221,132,275,138,172,132,103,30.0
Data_Victor_2.avi,321,10.7,True,True,733,337,743,338,724,336,224,132,277,138,176,126,101,30.0
Data_Victor_2.avi,322,10.7333,True,True,733,337,743,338,724,337,221,132,275,138,172,132,103,30.0
Data_Victor_2.avi,323,10.7667,True,True,733,336,743,337,724,336,227,126,281,132,178,126,103,30.0
Data_Victor_2.avi,324,10.8,True,True,733,336,742,337,724,336,224,126,273,132,175,126,98,30.0
Data_Victor_2.avi,325,10.8333,True,True,733,336,743,337,724,336,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,326,10.8667,True,True,733,336,743,337,724,336,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,327,10.9,True,True,733,336,742,337,724,336,224,126,272,132,176,126,96,30.0
Data_Victor_2.avi,328,10.9333,True,True,733,336,742,337,724,336,224,126,272,132,176,126,96,30.0
Data_Victor_2.avi,329,10.9667,True,True,732,336,742,337,723,336,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,330,11.0,True,True,733,336,743,337,724,336,227,126,281,132,178,126,103,30.0
Data_Victor_2.avi,331,11.0333,True,True,732,336,742,337,723,336,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,332,11.0667,True,True,732,336,742,337,723,336,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,333,11.1,True,True,732,336,742,337,723,336,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,334,11.1333,True,True,732,336,742,337,723,336,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,335,11.1667,True,True,732,336,742,337,723,336,224,126,277,132,176,126,101,30.0
Data_Victor_2.avi,336,11.2,True,True,732,336,742,337,723,336,224,126,277,132,176,126,101,30.0
Data_Victor_2.avi,337,11.2333,True,True,732,336,742,337,723,336,221,132,275,138,172,132,103,30.0
Data_Victor_2.avi,338,11.2667,True,True,732,335,742,336,723,335,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,339,11.3,True,True,732,335,742,336,723,335,221,126,275,132,172,126,103,30.0
Data_Victor_2.avi,340,11.3333,True,True,732,335,741,336,723,335,221,126,270,132,172,126,98,30.0
Data_Victor_2.avi,341,11.3667,True,True,732,335,741,336,723,335,224,126,273,132,175,126,98,30.0
Data_Victor_2.avi,342,11.4,True,True,732,335,741,336,723,335,224,126,273,132,175,126,98,30.0
Data_Victor_2.avi,343,11.4333,True,True,732,336,741,336,723,336,224,129,273,129,175,129,98,30.0
Data_Victor_2.avi,344,11.4667,True,True,732,336,741,336,723,336,227,126,275,126,178,126,97,30.0
Data_Victor_2.avi,345,11.5,True,True,732,336,741,336,723,336,227,126,275,126,178,126,97,30.0
Data_Victor_2.avi,346,11.5333,True,True,732,336,741,336,723,336,227,126,275,126,178,126,97,30.0
Data_Victor_2.avi,347,11.5667,True,True,732,336,741,337,723,336,227,126,275,132,178,126,97,30.0
Data_Victor_2.avi,348,11.6,True,True,732,336,741,337,723,336,227,126,275,132,178,126,97,30.0
Data_Victor_2.avi,349,11.6333,True,True,732,336,741,337,723,336,227,126,275,132,178,126,97,30.0
Data_Victor_2.avi,350,11.6667,True,True,732,336,741,337,723,336,227,126,275,132,178,126,97,30.0
Data_Victor_2.avi,351,11.7,True,True,732,336,741,337,723,336,227,126,275,132,178,126,97,30.0
Data_Victor_2.avi,352,11.7333,True,True,731,336,741,336,722,336,224,128,277,128,176,128,101,30.0
Data_Victor_2.avi,353,11.7667,True,True,731,335,741,336,722,335,221,122,275,128,172,122,103,30.0
Data_Victor_2.avi,354,11.8,True,True,732,335,741,336,723,335,227,122,275,128,178,122,97,30.0
Data_Victor_2.avi,355,11.8333,True,True,732,335,741,336,723,335,227,122,275,128,178,122,97,30.0
Data_Victor_2.avi,356,11.8667,True,True,732,335,741,336,723,335,227,126,275,132,178,126,97,30.0
Data_Victor_2.avi,357,11.9,True,True,730,336,740,336,721,336,218,128,272,128,170,128,102,30.0
Data_Victor_2.avi,358,11.9333,True,True,727,337,737,337,717,337,210,132,263,132,157,132,106,30.0
Data_Victor_2.avi,359,11.9667,True,True,723,337,734,338,713,337,200,126,257,132,147,126,110,30.0
Data_Victor_2.avi,360,12.0,True,True,722,338,733,338,712,338,197,126,256,126,144,126,112,30.0
Data_Victor_2.avi,361,12.0333,True,True,722,338,733,338,712,338,197,129,256,129,144,129,112,30.0
Data_Victor_2.avi,362,12.0667,True,True,722,338,733,338,712,338,197,129,256,129,144,129,112,30.0
Data_Victor_2.avi,363,12.1,True,True,722,338,733,338,712,338,197,126,256,126,144,126,112,30.0
Data_Victor_2.avi,364,12.1333,True,True,722,338,733,338,712,338,197,126,256,126,144,126,112,30.0
Data_Victor_2.avi,365,12.1667,True,True,722,338,733,338,712,338,200,129,257,129,147,129,110,30.0
Data_Victor_2.avi,366,12.2,True,True,721,338,732,338,711,338,197,126,256,126,144,126,112,30.0
Data_Victor_2.avi,367,12.2333,True,True,721,338,732,338,711,338,197,126,256,126,144,126,112,30.0
Data_Victor_2.avi,368,12.2667,True,True,721,338,732,338,711,338,197,126,256,126,144,126,112,30.0
Data_Victor_2.avi,369,12.3,True,True,721,338,732,338,711,338,197,129,256,129,144,129,112,30.0
Data_Victor_2.avi,370,12.3333,True,True,721,338,732,338,711,338,197,129,256,129,144,129,112,30.0
Data_Victor_2.avi,371,12.3667,True,True,721,338,732,338,711,338,197,126,256,126,144,126,112,30.0
Data_Victor_2.avi,372,12.4,True,True,721,338,732,338,711,338,197,129,256,129,144,129,112,30.0
Data_Victor_2.avi,373,12.4333,True,True,721,338,732,338,711,338,200,126,257,126,147,126,110,30.0
Data_Victor_2.avi,374,12.4667,True,True,721,338,732,338,711,338,202,129,261,129,149,129,112,30.0
Data_Victor_2.avi,375,12.5,True,True,721,338,732,338,711,338,202,126,261,126,149,126,112,30.0
Data_Victor_2.avi,376,12.5333,True,True,721,338,732,338,711,338,202,129,261,129,149,129,112,30.0
Data_Victor_2.avi,377,12.5667,True,True,721,338,732,338,711,338,202,129,261,129,149,129,112,30.0
Data_Victor_2.avi,378,12.6,True,True,721,338,732,338,711,338,202,126,261,126,149,126,112,30.0
Data_Victor_2.avi,379,12.6333,True,True,721,338,732,338,711,338,202,129,261,129,149,129,112,30.0
Data_Victor_2.avi,380,12.6667,True,True,721,338,732,338,711,338,202,129,261,129,149,129,112,30.0
Data_Victor_2.avi,381,12.7,True,True,721,338,732,338,710,338,202,129,261,129,144,129,117,30.0
Data_Victor_2.avi,382,12.7333,True,True,721,338,732,338,711,338,202,132,261,132,149,132,112,30.0
Data_Victor_2.avi,383,12.7667,True,True,721,338,732,338,711,338,202,129,261,129,149,129,112,30.0
Data_Victor_2.avi,384,12.8,True,True,721,338,732,338,711,338,202,129,261,129,149,129,112,30.0
Data_Victor_2.avi,385,12.8333,True,True,721,338,732,338,711,338,202,126,261,126,149,126,112,30.0
Data_Victor_2.avi,386,12.8667,True,True,721,338,732,338,711,338,202,126,261,126,149,126,112,30.0
Data_Victor_2.avi,387,12.9,True,True,721,338,732,338,711,338,202,126,261,126,149,126,112,30.0
Data_Victor_2.avi,388,12.9333,True,True,721,338,732,338,711,338,202,126,261,126,149,126,112,30.0
Data_Victor_2.avi,389,12.9667,True,True,721,338,732,338,711,338,200,129,259,129,145,129,114,30.0
Data_Victor_2.avi,390,13.0,True,True,721,338,732,338,711,338,200,126,257,126,147,126,110,30.0
