,precision,recall,f1-score,support
Andrews,0.7924528301886793,0.875,0.8316831683168316,48.0
Arteaga,0.9215686274509803,0.9791666666666666,0.9494949494949495,48.0
Josuep,0.7555555555555555,0.7083333333333334,0.7311827956989247,48.0
Karolain,1.0,1.0,1.0,48.0
Leo,0.8837209302325582,0.7916666666666666,0.8351648351648352,48.0
accuracy,0.8708333333333333,0.8708333333333333,0.8708333333333333,0.8708333333333333
macro avg,0.8706595886855547,0.8708333333333333,0.8695051497351083,240.0
weighted avg,0.8706595886855548,0.8708333333333333,0.8695051497351082,240.0
