video_name,frame_number,timestamp_ms,valid_deteccion,sphere_center_x,sphere_center_y,sphere_center_z,pupil_center_x,pupil_center_y,gaze_x,gaze_y,gaze_z,ellipse_width,ellipse_height,ellipse_angle,contour_area,yolo_confidence
Arteaga_intento_4.mp4,1,33.333,True,230.000,260.000,0.000,332.000,206.000,0.425000,0.225000,-0.876784,75.783,95.047,151.624,4916.0,0.931
Arteaga_intento_4.mp4,2,66.667,True,230.000,260.000,0.000,332.000,205.000,0.425000,0.229167,-0.875704,76.410,95.080,148.524,4928.5,0.931
Arteaga_intento_4.mp4,3,100.000,True,230.000,260.000,0.000,332.000,205.000,0.425000,0.229167,-0.875704,76.522,95.100,146.529,4921.5,0.929
Arteaga_intento_4.mp4,4,133.333,True,230.000,260.000,0.000,332.000,206.000,0.425000,0.225000,-0.876784,76.379,93.923,147.103,4900.5,0.930
Arteaga_intento_4.mp4,5,166.667,True,230.000,260.000,0.000,332.000,206.000,0.425000,0.225000,-0.876784,76.349,93.664,148.279,4895.5,0.934
Arteaga_intento_4.mp4,6,200.000,True,230.000,260.000,0.000,331.000,205.000,0.420833,0.229167,-0.877714,75.806,94.714,151.536,4928.0,0.931
Arteaga_intento_4.mp4,7,233.333,True,230.000,260.000,0.000,331.000,205.000,0.420833,0.229167,-0.877714,75.978,94.151,149.721,4894.5,0.930
Arteaga_intento_4.mp4,8,266.667,True,230.000,260.000,0.000,331.000,205.000,0.420833,0.229167,-0.877714,75.583,93.620,152.412,4909.0,0.932
Arteaga_intento_4.mp4,9,300.000,True,230.000,260.000,0.000,332.000,205.000,0.425000,0.229167,-0.875704,76.436,93.723,148.649,4867.5,0.934
Arteaga_intento_4.mp4,10,333.333,True,230.000,260.000,0.000,331.000,205.000,0.420833,0.229167,-0.877714,76.878,92.560,146.815,4931.0,0.933
Arteaga_intento_4.mp4,11,366.667,True,230.000,260.000,0.000,331.000,206.000,0.420833,0.225000,-0.878791,75.786,93.225,152.641,4904.0,0.935
Arteaga_intento_4.mp4,12,400.000,True,230.000,260.000,0.000,332.000,206.000,0.425000,0.225000,-0.876784,75.886,92.487,149.345,4864.0,0.933
Arteaga_intento_4.mp4,13,433.333,True,230.000,260.000,0.000,335.000,203.000,0.437500,0.237500,-0.867287,70.804,89.424,136.231,4354.5,0.931
Arteaga_intento_4.mp4,14,466.667,True,230.000,260.000,0.000,344.000,193.000,0.475000,0.279167,-0.834530,57.809,80.470,139.257,3095.0,0.917
Arteaga_intento_4.mp4,15,500.000,True,230.000,260.000,0.000,350.000,185.000,0.500000,0.312500,-0.807678,59.775,80.337,135.755,3211.0,0.916
Arteaga_intento_4.mp4,16,533.333,True,230.000,260.000,0.000,351.000,185.000,0.504167,0.312500,-0.805084,58.369,82.775,141.182,3221.5,0.916
Arteaga_intento_4.mp4,17,566.667,True,230.000,260.000,0.000,351.000,185.000,0.504167,0.312500,-0.805084,59.404,79.846,137.368,3229.0,0.917
Arteaga_intento_4.mp4,18,600.000,True,230.000,260.000,0.000,354.000,184.000,0.516667,0.316667,-0.795473,56.353,86.118,135.084,3215.5,0.916
Arteaga_intento_4.mp4,19,633.333,True,230.000,260.000,0.000,357.000,183.000,0.529167,0.320833,-0.785524,56.016,85.146,135.430,3171.5,0.914
Arteaga_intento_4.mp4,20,666.667,True,230.000,260.000,0.000,357.000,183.000,0.529167,0.320833,-0.785524,56.529,84.946,134.798,3209.0,0.917
Arteaga_intento_4.mp4,21,700.000,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.720,87.291,132.101,3324.5,0.915
Arteaga_intento_4.mp4,22,733.333,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.143,87.471,132.194,3349.5,0.916
Arteaga_intento_4.mp4,23,766.667,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.249,87.381,133.371,3324.0,0.916
Arteaga_intento_4.mp4,24,800.000,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.465,88.426,131.609,3329.0,0.917
Arteaga_intento_4.mp4,25,833.333,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.300,87.484,133.203,3326.5,0.917
Arteaga_intento_4.mp4,26,866.667,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.205,86.714,132.571,3307.5,0.914
Arteaga_intento_4.mp4,27,900.000,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.172,89.437,132.519,3358.0,0.918
Arteaga_intento_4.mp4,28,933.333,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.611,89.712,133.942,3397.5,0.917
Arteaga_intento_4.mp4,29,966.667,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.652,87.033,133.375,3396.0,0.916
Arteaga_intento_4.mp4,30,1000.000,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,57.053,90.320,127.918,3401.5,0.915
Arteaga_intento_4.mp4,31,1033.333,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.566,89.695,129.591,3377.0,0.915
Arteaga_intento_4.mp4,32,1066.667,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.048,89.113,130.950,3361.0,0.916
Arteaga_intento_4.mp4,33,1100.000,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.817,88.155,130.733,3460.5,0.912
Arteaga_intento_4.mp4,34,1133.333,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.818,90.358,130.839,3470.5,0.913
Arteaga_intento_4.mp4,35,1166.667,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.685,89.112,131.335,3460.0,0.913
Arteaga_intento_4.mp4,36,1200.000,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.948,89.235,130.467,3471.0,0.915
Arteaga_intento_4.mp4,37,1233.333,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.536,88.082,131.187,3480.0,0.913
Arteaga_intento_4.mp4,38,1266.667,True,230.000,260.000,0.000,358.000,182.000,0.533333,0.325000,-0.780981,56.505,89.894,131.685,3464.5,0.911
Arteaga_intento_4.mp4,39,1300.000,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,57.227,89.165,129.877,3516.0,0.912
Arteaga_intento_4.mp4,40,1333.333,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.992,89.828,128.704,3540.5,0.914
Arteaga_intento_4.mp4,41,1366.667,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,57.269,89.945,129.155,3527.0,0.914
Arteaga_intento_4.mp4,42,1400.000,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.532,86.738,129.623,3425.0,0.917
Arteaga_intento_4.mp4,43,1433.333,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.119,88.753,128.840,3428.0,0.916
Arteaga_intento_4.mp4,44,1466.667,True,230.000,260.000,0.000,356.000,182.000,0.525000,0.325000,-0.786607,56.444,90.392,127.004,3452.5,0.915
Arteaga_intento_4.mp4,45,1500.000,True,230.000,260.000,0.000,356.000,182.000,0.525000,0.325000,-0.786607,56.705,90.458,128.455,3498.5,0.916
Arteaga_intento_4.mp4,46,1533.333,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,57.191,91.050,127.271,3515.5,0.918
Arteaga_intento_4.mp4,47,1566.667,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.870,89.805,128.175,3507.5,0.915
Arteaga_intento_4.mp4,48,1600.000,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,57.111,89.905,130.588,3527.0,0.917
Arteaga_intento_4.mp4,49,1633.333,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,57.008,89.816,129.023,3514.0,0.916
Arteaga_intento_4.mp4,50,1666.667,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.493,90.078,130.790,3506.5,0.916
Arteaga_intento_4.mp4,51,1700.000,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.667,89.506,131.822,3511.0,0.917
Arteaga_intento_4.mp4,52,1733.333,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.603,90.439,129.425,3519.0,0.918
Arteaga_intento_4.mp4,53,1766.667,True,230.000,260.000,0.000,357.000,182.000,0.529167,0.325000,-0.783810,56.521,91.687,128.671,3505.5,0.917
