video_name,frame_number,timestamp_ms,valid_deteccion,sphere_center_x,sphere_center_y,sphere_center_z,pupil_center_x,pupil_center_y,darkest_pixel_x,darkest_pixel_y,gaze_x,gaze_y,gaze_z,ellipse_width,ellipse_height,ellipse_angle,contour_area
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,1,33.333,True,320.000,240.000,0.000,475.000,212.000,497,214,0.639291,0.115485,0.760244,57.911,117.294,12.541,4837.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,2,66.667,True,320.000,240.000,0.000,475.000,211.000,497,214,0.639513,0.119651,0.759412,58.527,118.980,12.480,4915.0
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,3,100.000,True,320.000,240.000,0.000,475.000,211.000,489,216,0.639513,0.119651,0.759412,58.567,117.319,12.174,4873.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,4,133.333,True,320.000,240.000,0.000,475.000,211.000,496,215,0.639513,0.119651,0.759412,59.125,117.920,13.081,4888.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,5,166.667,True,320.000,240.000,0.000,475.000,212.000,478,204,0.639291,0.115485,0.760244,57.826,117.698,12.857,4731.0
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,6,200.000,True,320.000,240.000,0.000,475.000,212.000,480,203,0.639291,0.115485,0.760244,58.173,116.222,11.971,4809.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,7,233.333,True,320.000,240.000,0.000,475.000,212.000,481,203,0.639291,0.115485,0.760244,58.110,118.631,12.820,4834.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,8,266.667,True,320.000,240.000,0.000,475.000,212.000,483,205,0.639291,0.115485,0.760244,58.616,116.817,13.812,4865.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,9,300.000,True,320.000,240.000,0.000,475.000,212.000,480,205,0.639291,0.115485,0.760244,58.168,117.718,12.327,4842.0
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,10,333.333,True,320.000,240.000,0.000,475.000,213.000,481,209,0.639077,0.111323,0.761044,57.550,117.577,12.015,4822.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,11,366.667,True,320.000,240.000,0.000,474.000,215.000,481,214,0.633375,0.102821,0.766984,58.272,114.175,14.850,4806.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,12,400.000,True,320.000,240.000,0.000,473.000,217.000,455,264,0.627762,0.094369,0.772664,56.278,114.383,12.778,4324.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,13,433.333,True,328.000,180.000,0.000,471.000,220.000,468,220,0.586659,-0.310832,0.747807,58.058,77.481,20.641,3001.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,14,466.667,True,325.000,180.000,0.000,470.000,224.000,472,216,0.602344,-0.326875,0.728241,59.523,87.446,17.205,3599.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,15,500.000,True,322.000,180.000,0.000,468.000,226.000,445,250,0.611705,-0.334955,0.716675,58.077,86.846,25.442,3294.0
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,16,533.333,False,321.000,180.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,17,566.667,True,321.000,181.000,0.000,467.000,227.000,481,225,0.612272,-0.332606,0.717284,46.014,81.189,24.391,2426.5
grabacion_experimento_ESP32CAM_6_ROI_640x480.mp4,18,600.000,True,320.000,180.000,0.000,467.000,226.000,452,264,0.618907,-0.334807,0.710534,50.687,111.720,16.645,3834.0
