event_id,event_type,event_class,start_time_ms,end_time_ms,duration_ms,amplitude_deg,velocidad_promedio_deg_s
s_55,sacadico,sacadico,2333.333,2433.333,100.0,20.94294160298946,197.86408810025003
s_78,sacadico,sacadico,3100.0,3166.667,66.66699999999992,0.2519746386860833,30.81353505485478
s_118,sacadico,sacadico,4433.333,4533.333,100.0,23.850091159114935,218.25796352616166
s_177,sacadico,sacadico,6400.0,6500.0,100.0,14.499161368888137,184.79687419834687
s_239,sacadico,sacadico,8466.667,8566.667,100.0,11.619117032951426,111.06836104130339
s_302,sacadico,sacadico,10566.667,10633.333,66.66600000000108,5.724737623640764,105.1382707211547
s_364,sacadico,sacadico,12633.333,12733.333,100.0,13.2057468102701,182.1430606099994
s_423,sacadico,sacadico,14600.0,14700.0,100.0,20.77982345202395,209.67474938501547
s_485,sacadico,sacadico,16666.667,16766.667,100.0,19.188170055548323,192.44301605994434
s_545,sacadico,sacadico,18666.667,18766.667,100.0,12.056680820913563,108.67509169096633
