Metrica,Media_Manana,Std_Manana,Mediana_Manana,IQR_Manana,Media_Tarde,Std_Tarde,Mediana_Tarde,IQR_Tarde,Media_Confusion,Std_Confusion,Mediana_Confusion,IQR_Confusion,p_Manana_Tarde,d_Cohen_Manana_Tarde,p_Tarde_Confusion,d_Cohen_Tarde_Confusion
Pupil_Mean,58.73399435538146,11.08051277288032,56.715023333333335,18.781012696667815,75.55290515500259,9.126976887843115,75.04856166666667,11.497540833333332,80.05089499023782,6.676681368674888,80.03960200668897,10.505518440643883,1.4813676538899663e-68,-1.6261169533157938,5.999655932647202e-08,-0.5357977596055093
Vel_Mean,26.977721270813486,8.047867744033256,25.637068353450715,9.530113022251786,26.089255569301862,7.851153519193933,24.6130601416543,9.565300681039904,28.77522173588025,9.80518441743566,27.0725142853669,10.492692735419133,0.049123157831403176,0.111480228250157,0.0004226770975171297,-0.3142209001321828
Jerk_Mean,11419.06743180654,3249.1441679613945,11034.234580528797,4428.5001714752725,12646.133138333127,2929.125178149385,12032.738466650444,4392.677058790652,11024.921486111727,3705.512096948246,10297.473022896234,4039.457501452909,2.0803432249301054e-09,-0.39266200583676025,7.855747183041108e-10,0.5054947547522383
Main_Seq_Slope,1186.767507071123,336.1998340065473,1154.2680634011767,219.08923644932634,1182.5672400690614,307.75188390764583,1120.3000952074267,165.1646747577538,1041.275327626834,310.17566917187236,1019.5112961186524,189.97588601751954,0.2885702478268989,0.012919429342412761,6.314980513753398e-14,0.45791210632372814
