timestamp_unix,relative_time_s,stimulus_x,stimulus_y,frame_idx
1765214785.7483,0.0000,320,180,0
1765214785.7832,0.0349,320,180,1
1765214785.8148,0.0665,320,180,2
1765214785.8488,0.1005,320,180,3
1765214785.8825,0.1342,320,180,4
1765214785.9154,0.1671,320,180,5
1765214785.9491,0.2008,320,180,6
1765214785.9831,0.2348,320,180,7
1765214786.0145,0.2662,320,180,8
1765214786.0478,0.2995,320,180,9
1765214786.0835,0.3352,320,180,10
1765214786.1147,0.3664,320,180,11
1765214786.1475,0.3992,320,180,12
1765214786.1840,0.4357,320,180,13
1765214786.2151,0.4668,320,180,14
1765214786.2495,0.5012,320,180,15
1765214786.2826,0.5343,320,180,16
1765214786.3149,0.5666,320,180,17
1765214786.3495,0.6012,320,180,18
1765214786.3830,0.6347,320,180,19
1765214786.4149,0.6666,320,180,20
1765214786.4485,0.7002,320,180,21
1765214786.4831,0.7348,320,180,22
1765214786.5152,0.7669,320,180,23
1765214786.5493,0.8010,320,180,24
1765214786.5826,0.8343,320,180,25
1765214786.6154,0.8671,320,180,26
1765214786.6485,0.9002,320,180,27
1765214786.6839,0.9356,320,180,28
1765214786.7145,0.9662,320,180,29
1765214786.7492,1.0009,320,180,30
1765214786.7836,1.0353,320,180,31
1765214786.8149,1.0666,320,180,32
1765214786.8481,1.0998,320,180,33
1765214786.8839,1.1356,320,180,34
1765214786.9152,1.1669,320,180,35
1765214786.9480,1.1997,320,180,36
1765214786.9835,1.2352,320,180,37
1765214787.0154,1.2671,320,180,38
1765214787.0475,1.2992,320,180,39
1765214787.0826,1.3343,320,180,40
1765214787.1155,1.3672,320,180,41
1765214787.1495,1.4012,320,180,42
1765214787.1827,1.4344,320,180,43
1765214787.2153,1.4670,320,180,44
1765214787.2494,1.5011,320,180,45
1765214787.2828,1.5345,320,180,46
1765214787.3149,1.5666,320,180,47
1765214787.3496,1.6013,320,180,48
1765214787.3832,1.6349,320,180,49
1765214787.4147,1.6664,320,180,50
1765214787.4481,1.6998,320,180,51
1765214787.4826,1.7343,320,180,52
1765214787.5161,1.7678,320,180,53
1765214787.5488,1.8005,320,180,54
1765214787.5825,1.8342,320,180,55
1765214787.6151,1.8668,320,180,56
1765214787.6497,1.9014,320,180,57
1765214787.6831,1.9348,320,180,58
1765214787.7149,1.9666,320,180,59
1765214787.7496,2.0013,960,180,60
1765214787.7825,2.0342,960,180,61
1765214787.8146,2.0663,960,180,62
1765214787.8478,2.0995,960,180,63
1765214787.8826,2.1343,960,180,64
1765214787.9155,2.1672,960,180,65
1765214787.9491,2.2008,960,180,66
1765214787.9825,2.2342,960,180,67
1765214788.0154,2.2671,960,180,68
1765214788.0488,2.3005,960,180,69
1765214788.0839,2.3356,960,180,70
1765214788.1153,2.3670,960,180,71
1765214788.1487,2.4004,960,180,72
1765214788.1836,2.4353,960,180,73
1765214788.2149,2.4666,960,180,74
1765214788.2477,2.4994,960,180,75
1765214788.2826,2.5343,960,180,76
1765214788.3155,2.5672,960,180,77
1765214788.3494,2.6011,960,180,78
1765214788.3833,2.6350,960,180,79
