,archivo,duracion_total_seg,conteo_fijaciones,conteo_sacadicos,frecuencia_fijaciones_hz,frecuencia_sacadicos_hz,duracion_media_fij_ms,duracion_media_sac_ms,amplitud_media_sac_deg,vel_media_fij_deg_s,vel_media_sac_deg_s,total_archivos_procesados
0,roygel_intento_2_ROI_640x480_data,16.2,10.0,15.0,0.617283950617284,0.9259259259259259,1253.3335,95.55560000000006,12.458351063998972,5.755877041599736,80.0491002389803,
1,roygel_intento_3_ROI_640x480_data,17.633333,11.0,17.0,0.6238185373122597,0.9640831940280377,1221.212,98.03917647058813,8.215995854457885,4.6006539558228585,82.86695109451948,
2,roygel_intento_5_ROI_640x480_data,17.433332999999998,11.0,13.0,0.6309751554679763,0.7456979110076083,1318.1819090909091,94.87176923076916,8.126900132793482,5.7756366193536515,91.17853793997847,
3,roygel_intento_1_ROI_640x480_data,17.5,11.0,12.0,0.6285714285714286,0.6857142857142857,1300.0000909090909,94.44450000000006,15.681038728472828,7.139239828722689,102.67277616672301,
4,roygel_intento_4_ROI_640x480_data,17.266667,15.0,16.0,0.8687258519550993,0.9266409087521059,902.2222,104.16649999999993,10.364478452412765,4.303540668734334,123.02626359322024,
PROMEDIO_GENERAL,,17.2066666,11.6,14.6,0.6738749847848096,0.8496124450855926,1198.9899400000002,97.41550914027147,10.969352846427185,5.514989622846654,95.9587258066843,5.0
