
1764871000.8072,2.4348,960,180,73
1764871000.8391,2.4667,960,180,74
1764871000.8722,2.4998,960,180,75
1764871000.9070,2.5346,960,180,76
1764871000.9399,2.5675,960,180,77
1764871000.9739,2.6016,960,180,78
1764871001.0073,2.6349,960,180,79
1764871001.0397,2.6674,960,180,80
1764871001.0738,2.7015,960,180,81
1764871001.1073,2.7350,960,180,82
1764871001.1391,2.7667,960,180,83
1764871001.1721,2.7997,960,180,84
1764871001.2074,2.8351,960,180,85
1764871001.2395,2.8671,960,180,86
1764871001.2735,2.9012,960,180,87
1764871001.3070,2.9347,960,180,88
1764871001.3397,2.9674,960,180,89
1764871001.3733,3.0010,960,180,90
1764871001.4075,3.0351,960,180,91
1764871001.4405,3.0681,960,180,92
1764871001.4719,3.0995,960,180,93
1764871001.5070,3.1346,960,180,94
1764871001.5392,3.1668,960,180,95
1764871001.5725,3.2002,960,180,96
1764871001.6081,3.2358,960,180,97
1764871001.6392,3.2669,960,180,98
1764871001.6737,3.3014,960,180,99
1764871001.7078,3.3355,960,180,100
1764871001.7395,3.3671,960,180,101
1764871001.7737,3.4014,960,180,102
1764871001.8071,3.4348,960,180,103
1764871001.8389,3.4666,960,180,104
1764871001.8729,3.5005,960,180,105
1764871001.9075,3.5351,960,180,106
1764871001.9392,3.5668,960,180,107
1764871001.9725,3.6002,960,180,108
1764871002.0077,3.6353,960,180,109
1764871002.0390,3.6667,960,180,110
1764871002.0735,3.7012,960,180,111
1764871002.1072,3.7349,960,180,112
1764871002.1395,3.7672,960,180,113
1764871002.1713,3.7989,960,180,114
1764871002.2076,3.8353,960,180,115
1764871002.2393,3.8669,960,180,116
1764871002.2726,3.9002,960,180,117
1764871002.3073,3.9349,960,180,118
1764871002.3392,3.9668,960,180,119
1764871002.3739,4.0016,1600,180,120
1764871002.4081,4.0357,1600,180,121
1764871002.4393,4.0670,1600,180,122
1764871002.4713,4.0990,1600,180,123
1764871002.5074,4.1350,1600,180,124
1764871002.5390,4.1667,1600,180,125
1764871002.5736,4.2012,1600,180,126
1764871002.6076,4.2353,1600,180,127
1764871002.6390,4.2666,1600,180,128
1764871002.6710,4.2986,1600,180,129
1764871002.7078,4.3355,1600,180,130
1764871002.7397,4.3674,1600,180,131
1764871002.7737,4.4014,1600,180,132
1764871002.8081,4.4358,1600,180,133
1764871002.8394,4.4670,1600,180,134
1764871002.8716,4.4993,1600,180,135
1764871002.9069,4.5345,1600,180,136
1764871002.9399,4.5676,1600,180,137
1764871002.9732,4.6009,1600,180,138
1764871003.0076,4.6353,1600,180,139
1764871003.0389,4.6666,1600,180,140
1764871003.0729,4.7006,1600,180,141
1764871003.1071,4.7348,1600,180,142
1764871003.1398,4.7675,1600,180,143
1764871003.1736,4.8013,1600,180,144
1764871003.2078,4.8355,1600,180,145
1764871003.2398,4.8675,1600,180,146
1764871003.2730,4.9007,1600,180,147
1764871003.3075,4.9352,1600,180,148
1764871003.3390,4.9667,1600,180,149
1764871003.3730,5.0007,1600,180,150
1764871003.4071,5.0348,1600,180,151
1764871003.4390,5.0667,1600,180,152
1764871003.4725,5.1002,1600,180,153
1764871003.5075,5.1351,1600,180,154
1764871003.5389,5.1666,1600,180,155
1764871003.5735,5.2012,1600,180,156
1764871003.6075,5.2352,1600,180,157
1764871003.6395,5.2672,1600,180,158
1764871003.6739,5.3016,1600,180,159
1764871003.7070,5.3347,1600,180,160
1764871003.7392,5.3669,1600,180,161
1764871003.7714,5.3990,1600,180,162
1764871003.8075,5.4351,1600,180,163
1764871003.8399,5.4676,1600,180,164
1764871003.8739,5.5016,1600,180,165
1764871003.9080,5.5356,1600,180,166
1764871003.9395,5.5672,1600,180,167
1764871003.9738,5.6015,1600,180,168
1764871004.0079,5.6355,1600,180,169
1764871004.0399,5.6676,1600,180,170
1764871004.0740,5.7016,1600,180,171
1764871004.1073,5.7349,1600,180,172
1764871004.1396,5.7673,1600,180,173
1764871004.1713,5.7989,1600,180,174
1764871004.2071,5.8348,1600,180,175
1764871004.2391,5.8668,1600,180,176
1764871004.2736,5.9012,1600,180,177
1764871004.3072,5.9349,1600,180,178
1764871004.3392,5.9669,1600,180,179
1764871004.3739,6.0015,320,540,180
1764871004.4077,6.0354,320,540,181
1764871004.4394,6.0671,320,540,182
1764871004.4729,6.1006,320,540,183
1764871004.5070,6.1347,320,540,184
1764871004.5390,6.1667,320,540,185
1764871004.5725,6.2001,320,540,186
1764871004.6070,6.2347,320,540,187
1764871004.6397,6.2674,320,540,188
1764871004.6739,6.3016,320,540,189
1764871004.7079,6.3355,320,540,190
1764871004.7400,6.3677,320,540,191
1764871004.7734,6.4011,320,540,192
1764871004.8074,6.4351,320,540,193
1764871004.8389,6.4665,320,540,194
1764871004.8715,6.4992,320,540,195
1764871004.9072,6.5349,320,540,196
1764871004.9390,6.5667,320,540,197
1764871004.9739,6.6015,320,540,198
1764871005.0070,6.6347,320,540,199
1764871005.0395,6.6671,320,540,200
1764871005.0714,6.6990,320,540,201
1764871005.1080,6.7357,320,540,202
1764871005.1393,6.7669,320,540,203
1764871005.1725,6.8002,320,540,204
1764871005.2076,6.8352,320,540,205
1764871005.2392,6.8669,320,540,206
1764871005.2715,6.8992,320,540,207
1764871005.3073,6.9350,320,540,208
1764871005.3390,6.9666,320,540,209
1764871005.3735,7.0012,320,540,210
1764871005.4072,7.0348,320,540,211
1764871005.4400,7.0677,320,540,212
1764871005.4737,7.1013,320,540,213
1764871005.5069,7.1346,320,540,214
1764871005.5391,7.1668,320,540,215
1764871005.5729,7.2005,320,540,216
1764871005.6078,7.2355,320,540,217
1764871005.6393,7.2670,320,540,218
1764871005.6728,7.3005,320,540,219
1764871005.7075,7.3352,320,540,220
1764871005.7396,7.3673,320,540,221
1764871005.7731,7.4007,320,540,222
1764871005.8075,7.4351,320,540,223
1764871005.8398,7.4675,320,540,224
1764871005.8735,7.5011,320,540,225
1764871005.9070,7.5346,320,540,226
1764871005.9391,7.5667,320,540,227
1764871005.9736,7.6013,320,540,228
1764871006.0069,7.6346,320,540,229
1764871006.0399,7.6676,320,540,230
1764871006.0715,7.6991,320,540,231
1764871006.1080,7.7356,320,540,232
1764871006.1389,7.7665,320,540,233
1764871006.1714,7.7990,320,540,234
1764871006.2077,7.8353,320,540,235
1764871006.2400,7.8676,320,540,236
1764871006.2716,7.8993,320,540,237
1764871006.3076,7.9352,320,540,238
1764871006.3389,7.9666,320,540,239
1764871006.3732,8.0009,960,540,240
1764871006.4073,8.0350,960,540,241
1764871006.4400,8.0676,960,540,242
1764871006.4739,8.1015,960,540,243
