,offset_aplicado_ms,duracion_analizada_seg,conteo_fijaciones,conteo_sacadicos,conteo_parpadeos,frecuencia_fijaciones_hz,frecuencia_sacadicos_hz,duracion_media_fij_ms,duracion_media_sac_ms,duracion_media_parpadeo_ms,amplitud_media_sac_deg,vel_media_fij_deg_s,vel_media_sac_deg_s,velocidad_promedio_general_deg_s,aceleracion_promedio_general_deg_s2,total_archivos_procesados
Victoria_intento_4_data,500.0,18.0,9.0,8.0,0.0,0.5,0.4444444444444444,1837.0369999999998,104.16662500000007,0.0,7.13063453976244,2.8999902331507674,73.9686576025375,7.490674393119066,-0.18730107091185463,
Victoria_intento_2_data,500.0,18.0,9.0,8.0,0.0,0.5,0.4444444444444444,1833.333444444444,108.33337500000016,0.0,8.067293030305917,2.3856816662870317,75.39469128936926,7.193583097093062,0.27770047397026487,
Victoria_intento_5_data,500.0,18.0,10.0,10.0,0.0,0.5555555555555556,0.5555555555555556,1600.0002,100.0,0.0,6.157068593060001,2.7899961966284863,63.43749879877536,7.354636126647573,-0.1345486819402214,
Victoria_intento_1_data,500.0,18.033333,9.0,8.0,2.0,0.499075794807316,0.4436229287176142,1796.2962222222222,100.0,83.33350000000019,8.74996360279187,3.448773067506146,82.77170095897084,8.257880283326429,-0.2491546503930386,
Victoria_intento_3_data,500.0,17.966667,9.0,8.0,0.0,0.5009276344911385,0.4452690084365675,1844.4444444444453,95.83337499999999,0.0,6.698426657578452,2.93685245007395,73.66942655699978,7.358967628165417,0.10134834902100483,
PROMEDIO_GENERAL,500.0,18.0,9.2,8.4,0.4,0.5111117969708021,0.4666672763197252,1782.2222622222223,101.66667500000004,16.666700000000038,7.360677284699736,2.8922587227292764,73.84839504133055,7.5311483056703095,-0.03839111605076899,5.0
