timestamp_unix,relative_time_s,stimulus_x,stimulus_y,frame_idx
1764698677.8239,0.0000,320,180,0
1764698677.8577,0.0338,320,180,1
1764698677.8903,0.0664,320,180,2
1764698677.9242,0.1003,320,180,3
1764698677.9575,0.1336,320,180,4
1764698677.9905,0.1667,320,180,5
1764698678.0233,0.1994,320,180,6
1764698678.0585,0.2346,320,180,7
1764698678.0940,0.2702,320,180,8
1764698678.1244,0.3005,320,180,9
1764698678.1573,0.3335,320,180,10
1764698678.1903,0.3664,320,180,11
1764698678.2236,0.3997,320,180,12
1764698678.2591,0.4353,320,180,13
1764698678.2936,0.4697,320,180,14
1764698678.3239,0.5000,320,180,15
1764698678.3576,0.5337,320,180,16
1764698678.3904,0.5665,320,180,17
1764698678.4239,0.6000,320,180,18
1764698678.4573,0.6335,320,180,19
1764698678.4896,0.6657,320,180,20
1764698678.5235,0.6996,320,180,21
1764698678.5580,0.7342,320,180,22
1764698678.5934,0.7695,320,180,23
1764698678.6233,0.7994,320,180,24
1764698678.6584,0.8345,320,180,25
1764698678.6936,0.8697,320,180,26
1764698678.7253,0.9014,320,180,27
1764698678.7578,0.9339,320,180,28
1764698678.7894,0.9656,320,180,29
1764698678.8243,1.0004,320,180,30
1764698678.8582,1.0343,320,180,31
1764698678.8941,1.0703,320,180,32
1764698678.9239,1.1000,320,180,33
1764698678.9593,1.1355,320,180,34
1764698678.9934,1.1695,320,180,35
1764698679.0234,1.1995,320,180,36
1764698679.0590,1.2352,320,180,37
1764698679.0894,1.2655,320,180,38
1764698679.1233,1.2994,320,180,39
1764698679.1589,1.3351,320,180,40
1764698679.1932,1.3693,320,180,41
1764698679.2241,1.4002,320,180,42
1764698679.2584,1.4345,320,180,43
1764698679.2935,1.4696,320,180,44
1764698679.3249,1.5010,320,180,45
1764698679.3579,1.5340,320,180,46
1764698679.3892,1.5654,320,180,47
1764698679.4242,1.6004,320,180,48
1764698679.4602,1.6363,320,180,49
1764698679.4933,1.6694,320,180,50
1764698679.5233,1.6994,320,180,51
1764698679.5593,1.7354,320,180,52
