video_name,frame_number,timestamp_ms,valid_deteccion,sphere_center_x,sphere_center_y,sphere_center_z,pupil_center_x,pupil_center_y,darkest_pixel_x,darkest_pixel_y,gaze_x,gaze_y,gaze_z,ellipse_width,ellipse_height,ellipse_angle,contour_area
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,1,33.333,True,320.000,240.000,0.000,380.000,203.000,394,216,0.226369,0.139594,0.963987,57.615,87.826,2.516,3639.0
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,2,66.667,True,320.000,240.000,0.000,379.000,202.000,394,215,0.222562,0.143345,0.964323,57.748,88.556,2.179,3691.0
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,3,100.000,True,320.000,240.000,0.000,377.000,202.000,390,219,0.214844,0.143229,0.966089,61.989,88.267,0.695,4218.0
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,4,133.333,True,320.000,240.000,0.000,376.000,203.000,391,219,0.210937,0.139369,0.967513,62.676,90.546,1.991,4354.0
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,5,166.667,True,320.000,240.000,0.000,376.000,203.000,390,222,0.210937,0.139369,0.967513,63.332,90.027,179.418,4419.0
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,6,200.000,True,320.000,240.000,0.000,374.000,203.000,391,221,0.203249,0.139263,0.969173,64.239,91.754,179.746,4521.0
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,7,233.333,True,320.000,240.000,0.000,373.000,204.000,373,231,0.199361,0.135415,0.970524,66.587,90.357,179.368,4571.0
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,8,266.667,True,320.000,240.000,0.000,373.000,204.000,371,230,0.199361,0.135415,0.970524,64.270,91.003,1.139,4505.5
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,9,300.000,True,320.000,240.000,0.000,372.000,204.000,372,230,0.195529,0.135366,0.971311,67.809,88.856,2.506,4475.5
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,10,333.333,True,320.000,240.000,0.000,372.000,205.000,371,232,0.195482,0.131574,0.971841,67.196,89.826,1.121,4550.5
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,11,366.667,True,320.000,240.000,0.000,372.000,205.000,371,232,0.195482,0.131574,0.971841,67.436,89.208,2.272,4479.0
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,12,400.000,True,336.000,206.000,0.000,373.000,205.000,380,215,0.118960,-0.092562,0.988575,64.197,89.955,1.552,4459.0
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,13,433.333,True,343.000,206.000,0.000,373.000,206.000,378,225,0.084215,-0.096479,0.991766,62.916,88.490,179.203,4295.5
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,14,466.667,True,348.000,206.000,0.000,373.000,206.000,377,226,0.059443,-0.096584,0.993548,62.843,89.162,178.260,4316.5
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,15,500.000,False,351.000,206.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,16,533.333,False,352.000,206.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,17,566.667,True,353.000,206.000,0.000,351.000,243.000,248,403,-0.045843,-0.234407,0.971057,45.960,122.871,21.620,2974.0
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,18,600.000,False,356.000,206.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,19,633.333,True,357.000,206.000,0.000,351.000,243.000,370,217,-0.065470,-0.234413,0.969930,67.757,84.097,125.173,3616.5
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,20,666.667,True,358.000,206.000,0.000,351.000,242.000,370,210,-0.070422,-0.230648,0.970486,55.234,101.859,8.102,3935.5
grabacion_experimento_ESP32CAM_3_ROI_640x480.mp4,21,700.000,True,359.000,205.000,0.000,351.000,241.000,370,210,-0.075288,-0.233451,0.969450,58.109,87.646,1.320,3890.5
