video_name,frame_number,timestamp_ms,valid_deteccion,sphere_center_x,sphere_center_y,sphere_center_z,pupil_center_x,pupil_center_y,darkest_pixel_x,darkest_pixel_y,gaze_x,gaze_y,gaze_z,ellipse_width,ellipse_height,ellipse_angle,contour_area
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,1,33.333,True,320.000,240.000,0.000,380.000,241.000,397,249,0.225303,-0.003755,0.974282,64.611,82.840,169.648,4002.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,2,66.667,True,320.000,240.000,0.000,379.000,241.000,398,240,0.221458,-0.003754,0.975163,66.871,82.212,165.162,4028.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,3,100.000,True,320.000,240.000,0.000,379.000,241.000,397,244,0.221458,-0.003754,0.975163,67.385,82.302,168.198,4014.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,4,133.333,True,320.000,240.000,0.000,379.000,241.000,367,221,0.221458,-0.003754,0.975163,67.492,82.772,175.977,4070.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,5,166.667,True,320.000,240.000,0.000,379.000,241.000,368,221,0.221458,-0.003754,0.975163,67.253,81.805,169.036,4011.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,6,200.000,True,320.000,240.000,0.000,379.000,241.000,393,264,0.221458,-0.003754,0.975163,68.964,82.900,171.016,4102.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,7,233.333,True,320.000,240.000,0.000,379.000,241.000,392,267,0.221458,-0.003754,0.975163,67.537,81.533,168.947,4010.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,8,266.667,True,320.000,240.000,0.000,379.000,241.000,391,249,0.221458,-0.003754,0.975163,69.432,84.442,170.129,4261.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,9,300.000,True,361.000,244.000,0.000,378.000,241.000,387,252,0.013456,0.022539,0.999655,67.119,84.163,175.891,4276.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,10,333.333,True,363.000,244.000,0.000,377.000,241.000,365,253,-0.000108,0.022539,0.999746,67.836,85.429,174.584,4398.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,11,366.667,True,365.000,243.000,0.000,376.000,242.000,365,253,-0.013671,0.012266,0.999831,69.416,85.063,173.814,4396.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,12,400.000,True,366.000,243.000,0.000,375.000,243.000,359,228,-0.022293,0.008554,0.999715,68.763,85.453,175.256,4410.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,13,433.333,True,366.000,243.000,0.000,374.000,243.000,354,237,-0.025996,0.008554,0.999625,68.836,83.865,171.046,4182.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,14,466.667,True,366.000,243.000,0.000,374.000,243.000,382,253,-0.025996,0.008554,0.999625,68.546,84.405,173.452,4302.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,15,500.000,True,365.000,243.000,0.000,374.000,243.000,355,237,-0.021084,0.008554,0.999741,68.842,85.588,171.335,4314.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,16,533.333,True,366.000,243.000,0.000,374.000,244.000,363,225,-0.025998,0.004842,0.999650,69.629,85.236,176.476,4412.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,17,566.667,True,365.000,243.000,0.000,374.000,244.000,363,225,-0.021087,0.004843,0.999766,70.816,84.686,174.927,4367.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,18,600.000,True,365.000,243.000,0.000,375.000,244.000,363,224,-0.017382,0.004844,0.999837,68.441,87.805,175.291,4559.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,19,633.333,False,365.000,243.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,20,666.667,False,365.000,244.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,21,700.000,False,365.000,244.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,22,733.333,True,364.000,244.000,0.000,394.000,241.000,471,238,0.058276,0.022536,0.998046,44.008,61.488,146.996,1487.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,23,766.667,True,364.000,244.000,0.000,395.000,241.000,361,227,0.062019,0.022536,0.997820,70.017,90.933,0.921,4663.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,24,800.000,True,364.000,244.000,0.000,395.000,241.000,380,244,0.062019,0.022536,0.997820,70.288,93.518,178.332,4824.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,25,833.333,True,364.000,244.000,0.000,395.000,241.000,362,227,0.062019,0.022536,0.997820,68.995,88.514,176.873,4578.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,26,866.667,True,364.000,244.000,0.000,395.000,241.000,362,227,0.062019,0.022536,0.997820,69.714,89.460,176.915,4708.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,27,900.000,True,364.000,244.000,0.000,376.000,245.000,371,272,-0.008759,0.007696,0.999932,68.852,89.565,176.777,4589.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,28,933.333,True,364.000,244.000,0.000,376.000,245.000,370,264,-0.008759,0.007696,0.999932,70.782,89.602,176.999,4729.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,29,966.667,True,364.000,244.000,0.000,376.000,245.000,372,273,-0.008759,0.007696,0.999932,68.758,88.209,172.177,4466.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,30,1000.000,True,364.000,244.000,0.000,376.000,245.000,363,265,-0.008759,0.007696,0.999932,69.386,90.915,174.572,4682.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,31,1033.333,True,364.000,244.000,0.000,375.000,245.000,386,271,-0.012466,0.007696,0.999893,69.376,90.632,176.155,4748.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,32,1066.667,True,364.000,244.000,0.000,375.000,245.000,363,264,-0.012466,0.007696,0.999893,70.252,92.698,176.828,4834.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,33,1100.000,True,364.000,244.000,0.000,375.000,245.000,357,236,-0.012466,0.007696,0.999893,69.995,90.281,174.645,4705.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,34,1133.333,True,364.000,244.000,0.000,376.000,246.000,370,266,-0.008761,0.003986,0.999954,69.461,88.626,176.624,4661.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,35,1166.667,True,364.000,244.000,0.000,376.000,246.000,363,262,-0.008761,0.003986,0.999954,68.476,85.959,166.366,4394.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,36,1200.000,True,364.000,244.000,0.000,376.000,246.000,364,262,-0.008761,0.003986,0.999954,69.735,86.693,168.870,4437.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,37,1233.333,True,364.000,244.000,0.000,376.000,246.000,377,274,-0.008761,0.003986,0.999954,66.785,84.895,172.803,4265.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,38,1266.667,True,364.000,244.000,0.000,377.000,246.000,364,261,-0.005053,0.003986,0.999979,68.293,84.770,172.997,4303.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,39,1300.000,True,364.000,244.000,0.000,376.000,246.000,364,262,-0.008761,0.003986,0.999954,67.702,82.858,168.802,4152.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,40,1333.333,True,364.000,244.000,0.000,376.000,246.000,382,247,-0.008761,0.003986,0.999954,69.919,82.141,169.366,4205.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,41,1366.667,True,364.000,244.000,0.000,376.000,246.000,381,247,-0.008761,0.003986,0.999954,69.177,83.912,174.378,4321.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,42,1400.000,True,364.000,244.000,0.000,380.000,249.000,408,266,0.006082,-0.007147,0.999956,56.045,84.017,11.891,3304.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,43,1433.333,True,364.000,244.000,0.000,384.000,252.000,398,274,0.020963,-0.018286,0.999613,55.261,87.796,13.847,3526.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,44,1466.667,True,364.000,244.000,0.000,389.000,255.000,396,275,0.039618,-0.029442,0.998781,56.074,90.341,10.599,3615.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,45,1500.000,True,364.000,244.000,0.000,394.000,259.000,401,261,0.058370,-0.044341,0.997310,54.363,88.873,13.256,3475.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,46,1533.333,True,364.000,244.000,0.000,398.000,262.000,406,265,0.073441,-0.055546,0.995751,54.483,86.275,15.071,3500.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,47,1566.667,True,364.000,244.000,0.000,399.000,263.000,394,263,0.077228,-0.059284,0.995249,53.934,84.669,14.597,3320.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,48,1600.000,True,364.000,244.000,0.000,399.000,264.000,411,269,0.077259,-0.063012,0.995018,53.716,83.509,14.119,3282.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,49,1633.333,True,364.000,244.000,0.000,399.000,264.000,392,277,0.077259,-0.063012,0.995018,53.171,80.954,14.239,3164.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,50,1666.667,True,364.000,244.000,0.000,399.000,263.000,391,276,0.077228,-0.059284,0.995249,52.554,86.651,10.266,3325.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,51,1700.000,False,364.000,244.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,52,1733.333,False,364.000,244.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,53,1766.667,False,364.000,244.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,54,1800.000,True,364.000,244.000,0.000,398.000,259.000,378,247,0.073365,-0.044373,0.996318,69.840,94.937,139.279,4220.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,55,1833.333,False,364.000,244.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,56,1866.667,True,364.000,244.000,0.000,397.000,257.000,407,245,0.069571,-0.036922,0.996893,57.879,89.751,8.083,3695.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,57,1900.000,True,364.000,244.000,0.000,396.000,254.000,405,246,0.065776,-0.025760,0.997502,57.333,88.017,7.200,3559.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,58,1933.333,True,364.000,244.000,0.000,395.000,252.000,405,250,0.062008,-0.018321,0.997907,58.126,87.788,6.983,3621.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,59,1966.667,True,364.000,244.000,0.000,394.000,251.000,405,258,0.058257,-0.014602,0.998195,58.583,87.810,4.534,3575.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,60,2000.000,True,364.000,244.000,0.000,394.000,254.000,407,260,0.058286,-0.025748,0.997968,60.438,89.796,7.995,3774.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,61,2033.333,True,364.000,244.000,0.000,394.000,255.000,398,259,0.058299,-0.029465,0.997864,59.405,90.117,4.218,3722.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,62,2066.667,True,364.000,244.000,0.000,393.000,255.000,377,263,0.054558,-0.029460,0.998076,60.433,90.528,5.863,3847.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,63,2100.000,True,364.000,244.000,0.000,393.000,255.000,379,273,0.054558,-0.029460,0.998076,60.870,87.068,6.932,3692.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,64,2133.333,True,364.000,244.000,0.000,393.000,255.000,379,271,0.054558,-0.029460,0.998076,61.073,88.336,5.901,3795.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,65,2166.667,True,364.000,244.000,0.000,393.000,255.000,378,272,0.054558,-0.029460,0.998076,60.753,90.185,2.566,4215.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,66,2200.000,True,363.000,244.000,0.000,397.000,251.000,430,241,0.074464,-0.014622,0.997117,54.994,92.489,3.583,3653.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,67,2233.333,True,363.000,244.000,0.000,402.000,248.000,433,249,0.093251,-0.003496,0.995636,53.017,90.951,8.872,3509.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,68,2266.667,True,363.000,244.000,0.000,407.000,244.000,436,251,0.112144,0.011363,0.993627,52.782,88.131,9.160,3403.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,69,2300.000,True,363.000,244.000,0.000,412.000,241.000,433,246,0.131153,0.022524,0.991106,49.320,82.030,6.464,3002.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,70,2333.333,True,363.000,245.000,0.000,418.000,239.000,432,252,0.154140,0.036545,0.987373,48.839,74.842,6.946,2714.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,71,2366.667,True,363.000,245.000,0.000,419.000,239.000,432,249,0.157976,0.036546,0.986766,43.606,66.359,179.393,2061.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,72,2400.000,True,363.000,245.000,0.000,420.000,239.000,430,249,0.161817,0.036547,0.986144,45.013,64.305,173.539,1964.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,73,2433.333,True,363.000,245.000,0.000,421.000,239.000,432,252,0.165663,0.036548,0.985505,42.390,61.458,162.298,1702.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,74,2466.667,True,363.000,245.000,0.000,422.000,239.000,430,250,0.169514,0.036549,0.984850,35.402,57.492,1.404,1511.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,75,2500.000,True,363.000,245.000,0.000,422.000,238.000,432,250,0.169541,0.040287,0.984699,40.760,55.414,165.530,1512.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,76,2533.333,True,363.000,245.000,0.000,422.000,239.000,431,252,0.169514,0.036549,0.984850,36.057,56.914,175.722,1485.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,77,2566.667,True,363.000,245.000,0.000,422.000,239.000,431,254,0.169514,0.036549,0.984850,35.326,55.824,173.200,1447.5
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,78,2600.000,True,363.000,245.000,0.000,422.000,239.000,432,251,0.169514,0.036549,0.984850,36.669,54.738,172.864,1461.0
grabacion_experimento_ESP32CAM_5_ROI_640x480.mp4,79,2633.333,True,363.000,245.000,0.000,422.000,239.000,430,255,0.169514,0.036549,0.984850,39.935,58.129,162.727,1494.0
