video_name,frame_number,timestamp_ms,valid_deteccion,sphere_center_x,sphere_center_y,sphere_center_z,pupil_center_x,pupil_center_y,darkest_pixel_x,darkest_pixel_y,gaze_x,gaze_y,gaze_z,ellipse_width,ellipse_height,ellipse_angle,contour_area
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,1,33.333,True,320.000,240.000,0.000,379.000,256.000,393,268,0.221651,-0.060109,0.973272,62.836,82.047,3.754,3891.5
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,2,66.667,True,320.000,240.000,0.000,378.000,260.000,391,270,0.217914,-0.075143,0.973071,64.592,82.701,5.366,4034.0
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,3,100.000,True,320.000,240.000,0.000,378.000,261.000,392,272,0.217945,-0.078911,0.972766,64.020,83.571,3.374,4069.0
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,4,133.333,False,320.000,240.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,5,166.667,False,320.000,240.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,6,200.000,False,320.000,240.000,,,,,,,,,,,,
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,7,233.333,True,320.000,240.000,0.000,313.000,252.000,82,229,-0.025991,-0.044556,0.998669,77.571,115.582,94.067,5063.5
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,8,266.667,True,320.000,240.000,0.000,456.000,564.000,411,381,0.000000,0.000000,-1.000000,633.508,3123.443,0.000,2173.0
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,9,300.000,True,320.000,240.000,0.000,487.000,645.000,414,380,0.000000,0.000000,-1.000000,269.568,612.991,0.000,1605.0
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,10,333.333,True,320.000,240.000,0.000,487.000,642.000,362,260,0.000000,0.000000,-1.000000,74.579,92.876,6.712,5044.5
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,11,366.667,True,320.000,240.000,0.000,486.000,640.000,361,261,0.000000,0.000000,-1.000000,73.451,95.042,6.920,5141.5
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,12,400.000,True,320.000,240.000,0.000,538.000,647.000,394,265,0.000000,0.000000,-1.000000,73.046,95.481,7.399,5158.5
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,13,433.333,True,280.000,250.000,0.000,408.000,336.000,394,271,0.559887,-0.330388,0.759849,71.911,94.817,6.545,5076.5
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,14,466.667,True,280.000,250.000,0.000,376.000,256.000,389,269,0.413315,0.003785,0.910580,71.699,96.017,7.056,5188.0
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,15,500.000,True,280.000,250.000,0.000,376.000,258.000,393,281,0.413315,-0.003945,0.910580,71.203,94.893,4.546,5096.0
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,16,533.333,True,280.000,250.000,0.000,376.000,260.000,385,267,0.413321,-0.011677,0.910510,73.397,96.243,4.679,5354.5
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,17,566.667,True,280.000,250.000,0.000,376.000,261.000,361,272,0.413327,-0.015545,0.910450,73.929,94.661,179.829,5223.0
grabacion_experimento_ESP32CAM_2_ROI_640x480.mp4,18,600.000,True,280.000,250.000,0.000,376.000,262.000,361,273,0.413335,-0.019413,0.910372,71.539,95.331,1.777,5124.0
