event_id,event_type,event_class,start_time_ms,end_time_ms,duration_ms,amplitude_deg,velocidad_promedio_deg_s
s_26,sacadico,sacadico,900.0,966.667,66.66700000000003,4.964024007826408,174.54467108321316
s_67,sacadico,sacadico,2266.667,2433.333,166.66600000000017,10.20292665507336,61.72090895203447
s_111,sacadico,sacadico,3733.333,3900.0,166.66699999999992,8.728095553426462,56.65090721212769
s_153,sacadico,sacadico,5133.333,5300.0,166.66700000000037,9.972583329356858,68.22750564469614
s_197,sacadico,sacadico,6600.0,6766.667,166.66700000000037,22.61076235081929,135.2474371405415
s_245,sacadico,sacadico,8200.0,8366.667,166.66699999999946,10.958116592342316,72.53633014487663
s_283,sacadico,sacadico,9466.667,9633.333,166.66600000000108,11.033627148416233,65.62782658865864
s_329,sacadico,sacadico,11000.0,11166.667,166.66699999999946,23.878775745148435,141.71303267628446
s_374,sacadico,sacadico,12500.0,12666.667,166.66699999999946,13.37726175640272,84.79232441852615
s_421,sacadico,sacadico,14066.667,14266.667,200.0,12.75681189688045,59.392637923590236
