Tiempo_s,Frame_Index,EAR_Crudo,EAR_Suavizado,Velocidad_dEAR_dt,Aceleracion_d2EAR_dt2,Blink_Detectado
14.966667,449,0.239709,0.239343,0.000956,0.001569,False
15.000000,450,0.241060,0.241427,0.002084,0.001127,False
15.033333,451,0.243385,0.242196,0.000769,-0.001314,False
15.066667,452,0.242732,0.242954,0.000758,-0.000012,False
15.100000,453,0.240713,0.242220,-0.000734,-0.001491,False
15.133333,454,0.243145,0.240602,-0.001618,-0.000884,False
15.166667,455,0.237438,0.238811,-0.001791,-0.000173,False
15.200000,456,0.236988,0.236884,-0.001927,-0.000136,False
15.233333,457,0.235331,0.235375,-0.001509,0.000418,False
15.266667,458,0.235247,0.235940,0.000566,0.002075,False
15.300000,459,0.237357,0.236989,0.001048,0.000483,False
15.333333,460,0.237974,0.238124,0.001135,0.000087,False
15.366667,461,0.239057,0.237705,-0.000418,-0.001553,False
15.400000,462,0.236625,0.236588,-0.001117,-0.000699,False
15.433333,463,0.234330,0.236319,-0.000269,0.000848,False
15.466667,464,0.236871,0.237061,0.000742,0.001012,False
15.500000,465,0.239083,0.237351,0.000290,-0.000453,False
15.533333,466,0.238534,0.237465,0.000115,-0.000175,False
15.566667,467,0.233830,0.236535,-0.000931,-0.001045,False
15.600000,468,0.236442,0.235662,-0.000873,0.000058,False
15.633333,469,0.235868,0.235736,0.000074,0.000947,False
15.666667,470,0.235277,0.234885,-0.000851,-0.000925,False
15.700000,471,0.233825,0.232287,-0.002598,-0.001747,False
15.733333,472,0.228413,0.230756,-0.001531,0.001067,False
15.766667,473,0.229707,0.230185,-0.000571,0.000960,False
15.800000,474,0.232363,0.231169,0.000985,0.001556,False
15.833333,475,0.232695,0.232743,0.001574,0.000589,False
15.866667,476,0.233867,0.233564,0.000821,-0.000753,False
15.900000,477,0.232793,0.233884,0.000320,-0.000501,False
15.933333,478,0.234654,0.233760,-0.000124,-0.000445,False
15.966667,479,0.233393,0.232986,-0.000774,-0.000650,False
16.000000,480,0.231322,0.231568,-0.001418,-0.000643,False
16.033333,481,0.230453,0.231149,-0.000419,0.000998,False
16.066667,482,0.229454,0.231800,0.000651,0.001071,False
16.100000,483,0.233064,0.229317,-0.002483,-0.003134,False
16.133333,484,0.226879,0.223391,-0.005926,-0.003444,False
16.166667,485,0.213647,0.217906,-0.005485,0.000441,False
16.200000,486,0.211720,0.215422,-0.002484,0.003001,False
16.233333,487,0.219914,0.218235,0.002812,0.005296,False
16.266667,488,0.225564,0.222337,0.004103,0.001290,False
16.300000,489,0.225370,0.224878,0.002541,-0.001561,False
16.333333,490,0.221735,0.224907,0.000029,-0.002513,False
16.366667,491,0.227322,0.226773,0.001866,0.001838,False
16.400000,492,0.228603,0.228904,0.002131,0.000265,False
16.433333,493,0.233962,0.231034,0.002129,-0.000002,False
16.466667,494,0.228955,0.231073,0.000039,-0.002090,False
16.500000,495,0.231128,0.231415,0.000343,0.000304,False
16.533333,496,0.231626,0.230944,-0.000472,-0.000814,False
16.566667,497,0.233370,0.232468,0.001524,0.001996,False
16.600000,498,0.233225,0.235980,0.003513,0.001989,False
16.633333,499,0.238584,0.239455,0.003475,-0.000037,False
16.666667,500,0.246049,0.244553,0.005098,0.001623,False
16.700000,501,0.239741,0.242415,-0.002138,-0.007236,False
16.733333,502,0.236627,0.223982,-0.018433,-0.016295,False
16.766667,503,0.199745,0.198950,-0.025032,-0.006598,False
16.800000,504,0.166034,0.181328,-0.017622,0.007410,False
16.833333,505,0.174386,0.175906,-0.005422,0.012200,False
16.866667,506,0.193256,0.186394,0.010488,0.015910,False
16.900000,507,0.204649,0.203381,0.016987,0.006499,False
16.933333,508,0.211167,0.213490,0.010109,-0.006878,False
16.966667,509,0.222414,0.219716,0.006226,-0.003883,False
17.000000,510,0.223199,0.224530,0.004813,-0.001413,False
17.033333,511,0.228918,0.229431,0.004902,0.000089,False
17.066667,512,0.231618,0.231845,0.002414,-0.002488,False
17.100000,513,0.237161,0.234928,0.003083,0.000669,False
17.133333,514,0.234832,0.237428,0.002500,-0.000583,False
17.166667,515,0.239162,0.238704,0.001276,-0.001223,False
17.200000,516,0.241592,0.239530,0.000826,-0.000451,False
17.233333,517,0.238790,0.241216,0.001686,0.000860,False
17.266667,518,0.242257,0.241447,0.000231,-0.001455,False
17.300000,519,0.242840,0.242218,0.000772,0.000540,False
17.333333,520,0.242718,0.244011,0.001792,0.001021,False
17.366667,521,0.244899,0.244021,0.000010,-0.001782,False
17.400000,522,0.245512,0.244771,0.000750,0.000740,False
17.433333,523,0.243481,0.245789,0.001017,0.000267,False
17.466667,524,0.246840,0.245418,-0.000371,-0.001388,False
17.500000,525,0.245835,0.244350,-0.001068,-0.000698,False
17.533333,526,0.241846,0.243291,-0.001059,0.000010,False
17.566667,527,0.241140,0.242555,-0.000737,0.000322,False
17.600000,528,0.242230,0.240861,-0.001693,-0.000957,False
17.633333,529,0.242956,0.240712,-0.000149,0.001544,False
17.666667,530,0.235743,0.240055,-0.000657,-0.000508,False
17.700000,531,0.241600,0.239186,-0.000869,-0.000212,False
17.733333,532,0.239051,0.238832,-0.000354,0.000515,False
17.766667,533,0.238971,0.240257,0.001425,0.001779,False
17.800000,534,0.239188,0.244108,0.003851,0.002427,False
17.833333,535,0.240095,0.238589,-0.005519,-0.009370,False
17.866667,536,0.235217,0.217985,-0.020604,-0.015085,False
17.900000,537,0.181023,0.186837,-0.031148,-0.010544,False
17.933333,538,0.149304,0.157094,-0.029743,0.001405,False
17.966667,539,0.141539,0.137343,-0.019751,0.009992,False
