timestamp_unix,relative_time_s,stimulus_x,stimulus_y,frame_idx
1765214436.7468,0.0000,320,180,0
1765214436.7821,0.0354,320,180,1
1765214436.8126,0.0658,320,180,2
1765214436.8476,0.1009,320,180,3
1765214436.8816,0.1348,320,180,4
1765214436.9129,0.1661,320,180,5
1765214436.9465,0.1997,320,180,6
1765214436.9831,0.2364,320,180,7
1765214437.0133,0.2666,320,180,8
1765214437.0472,0.3004,320,180,9
1765214437.0823,0.3355,320,180,10
1765214437.1134,0.3666,320,180,11
1765214437.1470,0.4002,320,180,12
1765214437.1836,0.4368,320,180,13
1765214437.2136,0.4669,320,180,14
1765214437.2468,0.5000,320,180,15
1765214437.2815,0.5347,320,180,16
1765214437.3126,0.5658,320,180,17
1765214437.3458,0.5991,320,180,18
1765214437.3818,0.6350,320,180,19
1765214437.4132,0.6665,320,180,20
1765214437.4474,0.7007,320,180,21
1765214437.4826,0.7359,320,180,22
1765214437.5145,0.7677,320,180,23
1765214437.5467,0.7999,320,180,24
1765214437.5818,0.8351,320,180,25
1765214437.6132,0.8665,320,180,26
1765214437.6466,0.8998,320,180,27
1765214437.6829,0.9361,320,180,28
1765214437.7145,0.9678,320,180,29
1765214437.7469,1.0001,320,180,30
1765214437.7835,1.0367,320,180,31
1765214437.8127,1.0659,320,180,32
1765214437.8460,1.0992,320,180,33
1765214437.8829,1.1361,320,180,34
1765214437.9124,1.1657,320,180,35
1765214437.9468,1.2001,320,180,36
1765214437.9825,1.2358,320,180,37
1765214438.0134,1.2667,320,180,38
1765214438.0473,1.3006,320,180,39
1765214438.0827,1.3360,320,180,40
1765214438.1133,1.3666,320,180,41
1765214438.1464,1.3997,320,180,42
1765214438.1829,1.4362,320,180,43
1765214438.2136,1.4668,320,180,44
1765214438.2472,1.5004,320,180,45
1765214438.2787,1.5319,320,180,46
1765214438.3144,1.5677,320,180,47
1765214438.3472,1.6004,320,180,48
1765214438.3824,1.6356,320,180,49
1765214438.4134,1.6667,320,180,50
1765214438.4467,1.7000,320,180,51
1765214438.4829,1.7361,320,180,52
1765214438.5149,1.7681,320,180,53
1765214438.5466,1.7998,320,180,54
1765214438.5827,1.8359,320,180,55
1765214438.6129,1.8661,320,180,56
1765214438.6468,1.9000,320,180,57
1765214438.6827,1.9360,320,180,58
1765214438.7126,1.9658,320,180,59
1765214438.7467,1.9999,960,180,60
1765214438.7825,2.0358,960,180,61
1765214438.8146,2.0679,960,180,62
1765214438.8473,2.1006,960,180,63
1765214438.8788,2.1320,960,180,64
1765214438.9133,2.1665,960,180,65
1765214438.9467,2.1999,960,180,66
1765214438.9834,2.2366,960,180,67
1765214439.0147,2.2680,960,180,68
1765214439.0469,2.3002,960,180,69
1765214439.0828,2.3361,960,180,70
1765214439.1132,2.3664,960,180,71
1765214439.1474,2.4006,960,180,72
1765214439.1835,2.4367,960,180,73
1765214439.2146,2.4679,960,180,74
1765214439.2470,2.5002,960,180,75
1765214439.2830,2.5362,960,180,76
1765214439.3146,2.5678,960,180,77
1765214439.3470,2.6003,960,180,78
1765214439.3829,2.6362,960,180,79
1765214439.4146,2.6678,960,180,80
1765214439.4472,2.7004,960,180,81
1765214439.4827,2.7360,960,180,82
1765214439.5143,2.7676,960,180,83
1765214439.5475,2.8008,960,180,84
1765214439.5833,2.8366,960,180,85
1765214439.6146,2.8678,960,180,86
1765214439.6465,2.8997,960,180,87
1765214439.6785,2.9318,960,180,88
1765214439.7126,2.9658,960,180,89
1765214439.7465,2.9998,960,180,90
1765214439.7831,3.0363,960,180,91
1765214439.8125,3.0658,960,180,92
1765214439.8471,3.1003,960,180,93
1765214439.8834,3.1366,960,180,94
1765214439.9145,3.1677,960,180,95
1765214439.9473,3.2005,960,180,96
1765214439.9788,3.2321,960,180,97
1765214440.0146,3.2678,960,180,98
1765214440.0467,3.3000,960,180,99
1765214440.0825,3.3357,960,180,100
1765214440.1146,3.3678,960,180,101
