,archivo,duracion_total_seg,conteo_fijaciones,conteo_sacadicos,frecuencia_fijaciones_hz,frecuencia_sacadicos_hz,duracion_media_fij_ms,duracion_media_sac_ms,amplitud_media_sac_deg,vel_media_fij_deg_s,vel_media_sac_deg_s,total_archivos_procesados
0,Majo_intento_2_ROI_640x480_data,12.9,11.0,15.0,0.8527131782945736,1.1627906976744187,933.3333636363637,86.66660000000006,16.960443411530562,3.8054582831108577,82.23954274081808,
1,Majo_intento_1_ROI_640x480_data,12.966667,11.0,9.0,0.8483290270352436,0.6940873857561084,981.8181818181819,111.11111111111101,15.024791967645449,3.497036417442274,63.2713282070487,
2,Majo_intento_4_ROI_640x480_data,12.966667,13.0,12.0,1.0025706683143787,0.9254498476748112,794.8720769230766,91.66666666666674,13.222757148201909,4.87723073085369,84.37987030791733,
3,Majo_intento_3_ROI_640x480_data,13.033333,11.0,16.0,0.8439897914063885,1.2276215147729288,909.0908181818181,89.5833125,17.527621031651655,2.8273030897817346,101.91189672921098,
4,Majo_intento_5_ROI_640x480_data,13.066666999999999,12.0,14.0,0.9183673235110378,1.0714285440962108,836.1110833333332,109.52378571428572,11.725352157327576,3.8880731670364406,79.33104685536408,
PROMEDIO_GENERAL,,12.9866668,11.6,13.2,0.8931939977123244,1.0162755979948954,891.0451047785548,97.71029519841272,14.892193143271431,3.7790203376449996,82.22673696807183,5.0
