video_name,frame_number,timestamp_ms,valid_deteccion,sphere_center_x,sphere_center_y,sphere_center_z,pupil_center_x,pupil_center_y,gaze_x,gaze_y,gaze_z,ellipse_width,ellipse_height,ellipse_angle,contour_area,iris_horiz_diameter_px,px_per_mm,pupil_horiz_diameter_mm
Josuep_intento_5.mp4,1,16.667,True,240.000,270.000,0.000,351.000,234.000,0.462500,0.150000,-0.873839,65.746,88.972,132.549,4537.0,134.690,11.511950,5.711
Josuep_intento_5.mp4,2,33.333,True,240.000,270.000,0.000,351.000,234.000,0.462500,0.150000,-0.873839,65.144,88.558,131.784,4513.0,132.347,11.311691,5.759
Josuep_intento_5.mp4,3,50.000,True,240.000,270.000,0.000,351.000,234.000,0.462500,0.150000,-0.873839,65.074,87.945,131.984,4448.5,133.093,11.375482,5.721
Josuep_intento_5.mp4,4,66.667,True,240.000,270.000,0.000,351.000,234.000,0.462500,0.150000,-0.873839,65.141,87.830,133.314,4452.5,132.905,11.359377,5.735
Josuep_intento_5.mp4,5,83.333,True,240.000,270.000,0.000,351.000,234.000,0.462500,0.150000,-0.873839,64.933,87.717,132.160,4445.5,133.006,11.368069,5.712
Josuep_intento_5.mp4,6,100.000,True,240.000,270.000,0.000,351.000,234.000,0.462500,0.150000,-0.873839,65.231,87.575,132.772,4450.5,132.324,11.309723,5.768
Josuep_intento_5.mp4,7,116.667,True,240.000,270.000,0.000,352.000,234.000,0.466667,0.150000,-0.871620,64.967,87.751,132.321,4441.5,132.529,11.327289,5.735
Josuep_intento_5.mp4,8,133.333,True,240.000,270.000,0.000,352.000,234.000,0.466667,0.150000,-0.871620,65.395,87.671,132.960,4455.5,132.552,11.329270,5.772
Josuep_intento_5.mp4,9,150.000,True,240.000,270.000,0.000,352.000,234.000,0.466667,0.150000,-0.871620,64.721,88.085,132.245,4453.0,132.344,11.311428,5.722
Josuep_intento_5.mp4,10,166.667,True,240.000,270.000,0.000,352.000,234.000,0.466667,0.150000,-0.871620,64.943,87.692,131.826,4448.0,132.733,11.344693,5.724
Josuep_intento_5.mp4,11,183.333,True,240.000,270.000,0.000,352.000,234.000,0.466667,0.150000,-0.871620,64.825,87.915,132.023,4453.0,132.413,11.317358,5.728
Josuep_intento_5.mp4,12,200.000,True,240.000,270.000,0.000,359.000,230.000,0.495833,0.166667,-0.852274,56.044,87.235,129.974,3784.5,125.172,10.698481,5.238
Josuep_intento_5.mp4,13,216.667,True,240.000,270.000,0.000,369.000,226.000,0.537500,0.183333,-0.823093,52.542,85.377,133.604,3502.0,120.791,10.324020,5.089
Josuep_intento_5.mp4,14,233.333,True,240.000,270.000,0.000,372.000,225.000,0.550000,0.187500,-0.813845,51.876,84.735,133.600,3418.0,121.704,10.402055,4.987
Josuep_intento_5.mp4,15,250.000,True,240.000,270.000,0.000,372.000,225.000,0.550000,0.187500,-0.813845,51.300,84.773,133.527,3387.0,121.658,10.398132,4.934
Josuep_intento_5.mp4,16,266.667,True,240.000,270.000,0.000,372.000,225.000,0.550000,0.187500,-0.813845,51.955,84.174,133.729,3378.5,120.273,10.279766,5.054
Josuep_intento_5.mp4,17,283.333,True,240.000,270.000,0.000,373.000,224.000,0.554167,0.191667,-0.810039,48.888,82.022,132.803,3129.5,116.472,9.954841,4.911
Josuep_intento_5.mp4,18,300.000,True,240.000,270.000,0.000,374.000,222.000,0.558333,0.200000,-0.805148,48.795,81.892,133.582,3097.0,116.789,9.981938,4.888
Josuep_intento_5.mp4,19,316.667,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,48.387,81.467,133.395,3072.5,117.043,10.003658,4.837
Josuep_intento_5.mp4,20,333.333,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,48.724,81.262,133.930,3063.0,115.755,9.893559,4.925
Josuep_intento_5.mp4,21,350.000,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,48.750,81.358,133.587,3066.0,115.989,9.913556,4.917
Josuep_intento_5.mp4,22,366.667,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,48.937,81.053,133.702,3066.0,115.643,9.884025,4.951
Josuep_intento_5.mp4,23,383.333,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,48.942,81.553,133.661,3082.0,117.193,10.016461,4.886
