video_name,frame_number,timestamp_ms,valid_deteccion,sphere_center_x,sphere_center_y,sphere_center_z,pupil_center_x,pupil_center_y,gaze_x,gaze_y,gaze_z,ellipse_width,ellipse_height,ellipse_angle,contour_area,iris_horiz_diameter_px,px_per_mm,pupil_horiz_diameter_mm
Josuep_intento_4.mp4,1,16.667,True,240.000,270.000,0.000,360.000,227.000,0.500000,0.179167,-0.847289,59.191,86.986,131.470,4005.5,126.340,10.798321,5.482
Josuep_intento_4.mp4,2,33.333,True,240.000,270.000,0.000,360.000,227.000,0.500000,0.179167,-0.847289,59.165,86.975,131.284,3990.5,125.930,10.763285,5.497
Josuep_intento_4.mp4,3,50.000,True,240.000,270.000,0.000,360.000,227.000,0.500000,0.179167,-0.847289,59.413,86.958,131.307,4000.0,126.066,10.774841,5.514
Josuep_intento_4.mp4,4,66.667,True,240.000,270.000,0.000,360.000,227.000,0.500000,0.179167,-0.847289,59.388,86.871,131.384,4024.0,125.921,10.762517,5.518
Josuep_intento_4.mp4,5,83.333,True,240.000,270.000,0.000,360.000,227.000,0.500000,0.179167,-0.847289,59.529,86.881,131.705,4010.5,125.942,10.764309,5.530
Josuep_intento_4.mp4,6,100.000,True,240.000,270.000,0.000,360.000,227.000,0.500000,0.179167,-0.847289,59.373,86.660,131.774,4013.5,125.675,10.741494,5.527
Josuep_intento_4.mp4,7,116.667,True,240.000,270.000,0.000,360.000,227.000,0.500000,0.179167,-0.847289,59.158,86.676,131.254,3993.5,126.272,10.792457,5.481
Josuep_intento_4.mp4,8,133.333,True,240.000,270.000,0.000,360.000,227.000,0.500000,0.179167,-0.847289,58.995,87.082,131.082,3974.5,125.389,10.717034,5.505
Josuep_intento_4.mp4,9,150.000,True,240.000,270.000,0.000,367.000,226.000,0.529167,0.183333,-0.828475,51.678,85.292,134.252,3441.5,121.758,10.406696,4.966
Josuep_intento_4.mp4,10,166.667,True,240.000,270.000,0.000,373.000,225.000,0.554167,0.187500,-0.811014,51.608,85.101,135.970,3424.5,121.693,10.401085,4.962
Josuep_intento_4.mp4,11,183.333,True,240.000,270.000,0.000,374.000,225.000,0.558333,0.187500,-0.808151,51.196,84.741,135.261,3378.5,121.070,10.347834,4.947
Josuep_intento_4.mp4,12,200.000,True,240.000,270.000,0.000,374.000,224.000,0.558333,0.191667,-0.807173,50.941,84.150,135.231,3359.5,119.261,10.193220,4.998
Josuep_intento_4.mp4,13,216.667,True,240.000,270.000,0.000,374.000,224.000,0.558333,0.191667,-0.807173,51.394,83.933,135.020,3321.0,119.920,10.249539,5.014
Josuep_intento_4.mp4,14,233.333,True,240.000,270.000,0.000,374.000,223.000,0.558333,0.195833,-0.806172,50.806,82.523,135.120,3253.5,118.478,10.126345,5.017
Josuep_intento_4.mp4,15,250.000,True,240.000,270.000,0.000,374.000,223.000,0.558333,0.195833,-0.806172,50.743,82.441,134.878,3226.5,118.589,10.135792,5.006
Josuep_intento_4.mp4,16,266.667,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,49.015,81.300,134.819,3090.0,116.077,9.921117,4.940
Josuep_intento_4.mp4,17,283.333,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.019,80.482,134.212,3062.0,116.287,9.939098,4.932
Josuep_intento_4.mp4,18,300.000,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,48.946,80.715,134.207,3062.5,116.935,9.994464,4.897
Josuep_intento_4.mp4,19,316.667,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,49.374,80.100,134.099,3064.5,117.524,10.044826,4.915
Josuep_intento_4.mp4,20,333.333,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,49.304,80.700,134.410,3093.5,117.236,10.020188,4.920
Josuep_intento_4.mp4,21,350.000,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,49.321,80.161,134.358,3064.5,117.157,10.013451,4.925
Josuep_intento_4.mp4,22,366.667,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,49.476,80.293,134.701,3073.5,116.957,9.996346,4.949
Josuep_intento_4.mp4,23,383.333,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.435,80.299,134.683,3063.5,116.980,9.998311,4.944
Josuep_intento_4.mp4,24,400.000,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.455,80.590,134.741,3079.0,117.006,10.000514,4.945
Josuep_intento_4.mp4,25,416.667,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.238,80.536,134.590,3061.0,116.701,9.974407,4.936
Josuep_intento_4.mp4,26,433.333,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.233,80.234,134.743,3056.5,117.319,10.027242,4.910
Josuep_intento_4.mp4,27,450.000,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.269,80.118,135.412,3047.0,116.960,9.996615,4.929
Josuep_intento_4.mp4,28,466.667,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.522,80.237,134.434,3072.0,116.598,9.965605,4.969
Josuep_intento_4.mp4,29,483.333,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.475,80.123,134.912,3059.5,117.025,10.002152,4.946
Josuep_intento_4.mp4,30,500.000,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.426,80.016,134.852,3062.0,117.031,10.002625,4.941
Josuep_intento_4.mp4,31,516.667,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.588,80.138,135.055,3071.0,116.849,9.987087,4.965
Josuep_intento_4.mp4,32,533.333,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.602,79.961,134.236,3073.0,116.785,9.981609,4.969
Josuep_intento_4.mp4,33,550.000,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.536,80.414,134.736,3078.0,116.776,9.980877,4.963
Josuep_intento_4.mp4,34,566.667,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.995,80.210,134.767,3098.5,116.654,9.970408,5.014
Josuep_intento_4.mp4,35,583.333,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.880,80.486,134.962,3097.5,116.737,9.977480,4.999
Josuep_intento_4.mp4,36,600.000,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,49.977,80.590,135.189,3103.5,117.523,10.044737,4.975
Josuep_intento_4.mp4,37,616.667,True,240.000,270.000,0.000,376.000,222.000,0.566667,0.200000,-0.799305,50.019,80.423,135.248,3105.0,116.574,9.963593,5.020
Josuep_intento_4.mp4,38,633.333,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,50.185,80.471,134.236,3119.0,117.535,10.045755,4.996
Josuep_intento_4.mp4,39,650.000,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,49.896,80.400,134.302,3105.5,117.504,10.043048,4.968
Josuep_intento_4.mp4,40,666.667,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,50.101,80.528,134.942,3119.0,118.039,10.088763,4.966
Josuep_intento_4.mp4,41,683.333,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,50.085,80.257,134.785,3102.5,117.703,10.060059,4.979
Josuep_intento_4.mp4,42,700.000,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,50.253,80.317,135.595,3121.0,117.216,10.018433,5.016
Josuep_intento_4.mp4,43,716.667,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,50.334,79.930,134.882,3120.0,115.873,9.903666,5.082
Josuep_intento_4.mp4,44,733.333,True,240.000,270.000,0.000,375.000,222.000,0.562500,0.200000,-0.802243,50.114,80.640,134.836,3118.5,117.204,10.017398,5.003
Josuep_intento_4.mp4,45,750.000,True,240.000,270.000,0.000,373.000,223.000,0.554167,0.195833,-0.809042,52.414,81.710,134.692,3315.5,117.762,10.065149,5.207
Josuep_intento_4.mp4,46,766.667,True,240.000,270.000,0.000,366.000,223.000,0.525000,0.195833,-0.828266,53.786,84.185,132.254,3523.5,117.031,10.002641,5.377
