video_name,frame_number,timestamp_ms,valid_deteccion,sphere_center_x,sphere_center_y,sphere_center_z,pupil_center_x,pupil_center_y,gaze_x,gaze_y,gaze_z,ellipse_width,ellipse_height,ellipse_angle,contour_area,iris_horiz_diameter_px,px_per_mm,pupil_horiz_diameter_mm
Josuep_intento_2.mp4,1,16.667,True,240.000,270.000,0.000,350.000,241.000,0.458333,0.120833,-0.880528,67.143,85.830,135.135,4503.0,140.297,11.991235,5.599
Josuep_intento_2.mp4,2,33.333,True,240.000,270.000,0.000,350.000,241.000,0.458333,0.120833,-0.880528,67.335,86.120,134.753,4509.5,139.850,11.953015,5.633
Josuep_intento_2.mp4,3,50.000,True,240.000,270.000,0.000,350.000,241.000,0.458333,0.120833,-0.880528,67.120,86.486,135.709,4523.0,138.732,11.857446,5.661
Josuep_intento_2.mp4,4,66.667,True,240.000,270.000,0.000,350.000,241.000,0.458333,0.120833,-0.880528,67.332,86.597,135.097,4541.5,139.284,11.904623,5.656
Josuep_intento_2.mp4,5,83.333,True,240.000,270.000,0.000,351.000,241.000,0.462500,0.120833,-0.878347,67.426,86.802,135.710,4535.0,140.098,11.974174,5.631
Josuep_intento_2.mp4,6,100.000,True,240.000,270.000,0.000,351.000,241.000,0.462500,0.120833,-0.878347,67.125,85.980,135.980,4501.0,140.967,12.048485,5.571
Josuep_intento_2.mp4,7,116.667,True,240.000,270.000,0.000,351.000,242.000,0.462500,0.116667,-0.878910,66.985,85.675,136.603,4490.0,142.138,12.148544,5.514
Josuep_intento_2.mp4,8,133.333,True,240.000,270.000,0.000,351.000,242.000,0.462500,0.116667,-0.878910,67.205,85.094,135.325,4449.5,142.272,12.160037,5.527
Josuep_intento_2.mp4,9,150.000,True,240.000,270.000,0.000,350.000,242.000,0.458333,0.116667,-0.881090,66.772,84.858,136.184,4411.0,142.950,12.217990,5.465
Josuep_intento_2.mp4,10,166.667,True,240.000,270.000,0.000,355.000,236.000,0.479167,0.141667,-0.866216,57.498,82.450,130.606,3707.0,122.959,10.509309,5.471
Josuep_intento_2.mp4,11,183.333,True,240.000,270.000,0.000,364.000,229.000,0.516667,0.170833,-0.838971,54.279,82.916,134.980,3481.5,122.118,10.437421,5.200
Josuep_intento_2.mp4,12,200.000,True,240.000,270.000,0.000,367.000,227.000,0.529167,0.179167,-0.829386,53.902,82.860,134.684,3484.0,123.069,10.518679,5.124
Josuep_intento_2.mp4,13,216.667,True,240.000,270.000,0.000,366.000,227.000,0.525000,0.179167,-0.832030,54.434,82.453,134.865,3499.5,123.416,10.548354,5.160
Josuep_intento_2.mp4,14,233.333,True,240.000,270.000,0.000,366.000,228.000,0.525000,0.175000,-0.832917,55.191,82.045,134.037,3536.5,123.077,10.519402,5.247
Josuep_intento_2.mp4,15,250.000,True,240.000,270.000,0.000,367.000,228.000,0.529167,0.175000,-0.830276,53.626,81.893,133.860,3422.5,121.394,10.375538,5.169
Josuep_intento_2.mp4,16,266.667,True,240.000,270.000,0.000,370.000,228.000,0.541667,0.175000,-0.822175,52.884,81.039,136.472,3315.5,119.971,10.253933,5.157
Josuep_intento_2.mp4,17,283.333,True,240.000,270.000,0.000,371.000,227.000,0.545833,0.179167,-0.818514,52.380,80.869,135.808,3258.5,120.254,10.278109,5.096
Josuep_intento_2.mp4,18,300.000,True,240.000,270.000,0.000,371.000,227.000,0.545833,0.179167,-0.818514,52.313,80.956,135.746,3275.0,120.540,10.302599,5.078
Josuep_intento_2.mp4,19,316.667,True,240.000,270.000,0.000,372.000,227.000,0.550000,0.179167,-0.815720,52.226,81.184,135.389,3262.5,120.508,10.299848,5.071
Josuep_intento_2.mp4,20,333.333,True,240.000,270.000,0.000,372.000,227.000,0.550000,0.179167,-0.815720,51.937,81.268,135.643,3270.0,120.119,10.266607,5.059
Josuep_intento_2.mp4,21,350.000,True,240.000,270.000,0.000,372.000,226.000,0.550000,0.183333,-0.814794,51.817,80.953,135.984,3238.5,119.413,10.206216,5.077
Josuep_intento_2.mp4,22,366.667,True,240.000,270.000,0.000,372.000,226.000,0.550000,0.183333,-0.814794,52.050,80.324,135.614,3232.0,120.443,10.294307,5.056
Josuep_intento_2.mp4,23,383.333,True,240.000,270.000,0.000,372.000,226.000,0.550000,0.183333,-0.814794,51.604,81.012,135.195,3210.5,119.457,10.210006,5.054
Josuep_intento_2.mp4,24,400.000,True,240.000,270.000,0.000,373.000,226.000,0.554167,0.183333,-0.811966,51.615,80.288,135.400,3192.5,120.303,10.282282,5.020
Josuep_intento_2.mp4,25,416.667,True,240.000,270.000,0.000,373.000,227.000,0.554167,0.179167,-0.812895,51.437,80.174,134.844,3175.0,120.336,10.285092,5.001
Josuep_intento_2.mp4,26,433.333,True,240.000,270.000,0.000,373.000,227.000,0.554167,0.179167,-0.812895,51.075,79.627,134.684,3134.0,119.211,10.188984,5.013
Josuep_intento_2.mp4,27,450.000,True,240.000,270.000,0.000,372.000,226.000,0.550000,0.183333,-0.814794,51.188,79.504,135.118,3139.0,118.780,10.152149,5.042
Josuep_intento_2.mp4,28,466.667,True,240.000,270.000,0.000,372.000,226.000,0.550000,0.183333,-0.814794,51.048,79.163,134.342,3103.5,119.627,10.224500,4.993
Josuep_intento_2.mp4,29,483.333,True,240.000,270.000,0.000,372.000,226.000,0.550000,0.183333,-0.814794,50.685,79.029,134.713,3095.0,119.724,10.232787,4.953
Josuep_intento_2.mp4,30,500.000,True,240.000,270.000,0.000,372.000,226.000,0.550000,0.183333,-0.814794,50.526,78.649,134.144,3058.5,119.702,10.230909,4.939
Josuep_intento_2.mp4,31,516.667,True,240.000,270.000,0.000,372.000,226.000,0.550000,0.183333,-0.814794,50.358,78.524,134.655,3056.5,118.667,10.142462,4.965
Josuep_intento_2.mp4,32,533.333,True,240.000,270.000,0.000,372.000,226.000,0.550000,0.183333,-0.814794,50.415,78.720,134.470,3061.5,119.568,10.219511,4.933
Josuep_intento_2.mp4,33,550.000,True,240.000,270.000,0.000,372.000,225.000,0.550000,0.187500,-0.813845,50.312,78.072,134.758,3039.0,117.907,10.077495,4.993
