video_name,frame_number,timestamp_ms,valid_deteccion,sphere_center_x,sphere_center_y,sphere_center_z,pupil_center_x,pupil_center_y,gaze_x,gaze_y,gaze_z,ellipse_width,ellipse_height,ellipse_angle,contour_area,iris_horiz_diameter_px,px_per_mm,pupil_horiz_diameter_mm
Josuep_intento_7.mp4,1,16.667,True,240.000,270.000,0.000,349.000,234.000,0.454167,0.150000,-0.878199,62.729,82.432,129.761,4001.5,134.231,11.472708,5.468
Josuep_intento_7.mp4,2,33.333,True,240.000,270.000,0.000,349.000,234.000,0.454167,0.150000,-0.878199,62.288,82.433,129.761,4012.0,132.291,11.306947,5.509
Josuep_intento_7.mp4,3,50.000,True,240.000,270.000,0.000,349.000,234.000,0.454167,0.150000,-0.878199,62.553,82.071,129.510,4000.0,133.778,11.434011,5.471
Josuep_intento_7.mp4,4,66.667,True,240.000,270.000,0.000,349.000,234.000,0.454167,0.150000,-0.878199,62.752,82.645,130.143,4011.5,132.148,11.294685,5.556
Josuep_intento_7.mp4,5,83.333,True,240.000,270.000,0.000,350.000,234.000,0.458333,0.150000,-0.876031,62.832,82.495,128.818,4008.5,131.620,11.249562,5.585
Josuep_intento_7.mp4,6,100.000,True,240.000,270.000,0.000,350.000,234.000,0.458333,0.150000,-0.876031,63.012,82.904,128.965,4031.5,131.883,11.272020,5.590
Josuep_intento_7.mp4,7,116.667,True,240.000,270.000,0.000,350.000,234.000,0.458333,0.150000,-0.876031,63.127,83.102,129.735,4042.0,131.107,11.205768,5.633
Josuep_intento_7.mp4,8,133.333,True,240.000,270.000,0.000,350.000,234.000,0.458333,0.150000,-0.876031,63.464,83.652,130.215,4080.0,131.997,11.281809,5.625
Josuep_intento_7.mp4,9,150.000,True,240.000,270.000,0.000,350.000,234.000,0.458333,0.150000,-0.876031,63.134,84.296,129.869,4113.0,134.352,11.483094,5.498
Josuep_intento_7.mp4,10,166.667,True,240.000,270.000,0.000,357.000,231.000,0.487500,0.162500,-0.857868,55.911,84.187,131.879,3640.5,122.060,10.432500,5.359
Josuep_intento_7.mp4,11,183.333,True,240.000,270.000,0.000,365.000,228.000,0.520833,0.175000,-0.835528,56.076,85.138,134.321,3664.0,122.912,10.505293,5.338
Josuep_intento_7.mp4,12,200.000,True,240.000,270.000,0.000,366.000,228.000,0.525000,0.175000,-0.832917,55.931,84.503,133.370,3656.0,123.382,10.545492,5.304
Josuep_intento_7.mp4,13,216.667,True,240.000,270.000,0.000,366.000,228.000,0.525000,0.175000,-0.832917,55.621,84.122,132.917,3645.0,123.321,10.540220,5.277
Josuep_intento_7.mp4,14,233.333,True,240.000,270.000,0.000,366.000,227.000,0.525000,0.179167,-0.832030,55.928,84.551,132.376,3639.5,123.915,10.591015,5.281
Josuep_intento_7.mp4,15,250.000,True,240.000,270.000,0.000,367.000,226.000,0.529167,0.183333,-0.828475,53.245,83.973,133.551,3443.0,121.589,10.392231,5.124
Josuep_intento_7.mp4,16,266.667,True,240.000,270.000,0.000,369.000,225.000,0.537500,0.187500,-0.822154,53.354,84.109,133.131,3451.5,121.757,10.406590,5.127
Josuep_intento_7.mp4,17,283.333,True,240.000,270.000,0.000,369.000,225.000,0.537500,0.187500,-0.822154,53.724,83.821,133.400,3466.0,121.274,10.365305,5.183
Josuep_intento_7.mp4,18,300.000,True,240.000,270.000,0.000,369.000,225.000,0.537500,0.187500,-0.822154,53.836,83.992,133.008,3485.5,120.847,10.328831,5.212
Josuep_intento_7.mp4,19,316.667,True,240.000,270.000,0.000,369.000,225.000,0.537500,0.187500,-0.822154,53.699,83.736,133.052,3473.0,121.596,10.392824,5.167
Josuep_intento_7.mp4,20,333.333,True,240.000,270.000,0.000,369.000,225.000,0.537500,0.187500,-0.822154,53.614,83.811,133.364,3466.5,121.336,10.370639,5.170
Josuep_intento_7.mp4,21,350.000,True,240.000,270.000,0.000,369.000,224.000,0.537500,0.191667,-0.821193,53.371,83.715,133.346,3454.5,120.984,10.340520,5.161
Josuep_intento_7.mp4,22,366.667,True,240.000,270.000,0.000,369.000,224.000,0.537500,0.191667,-0.821193,52.747,83.688,132.986,3434.0,121.126,10.352615,5.095
Josuep_intento_7.mp4,23,383.333,True,240.000,270.000,0.000,369.000,224.000,0.537500,0.191667,-0.821193,52.588,83.743,133.186,3411.5,121.354,10.372150,5.070
Josuep_intento_7.mp4,24,400.000,True,240.000,270.000,0.000,369.000,224.000,0.537500,0.191667,-0.821193,52.668,82.981,133.279,3391.0,121.191,10.358220,5.085
Josuep_intento_7.mp4,25,416.667,True,240.000,270.000,0.000,369.000,224.000,0.537500,0.191667,-0.821193,52.515,82.599,133.509,3356.0,120.694,10.315749,5.091
Josuep_intento_7.mp4,26,433.333,True,240.000,270.000,0.000,369.000,224.000,0.537500,0.191667,-0.821193,52.810,82.735,133.490,3373.0,120.686,10.315005,5.120
Josuep_intento_7.mp4,27,450.000,True,240.000,270.000,0.000,369.000,224.000,0.537500,0.191667,-0.821193,52.808,82.860,133.037,3369.0,120.909,10.334096,5.110
Josuep_intento_7.mp4,28,466.667,True,240.000,270.000,0.000,369.000,224.000,0.537500,0.191667,-0.821193,52.846,83.090,132.857,3375.0,121.479,10.382859,5.090
Josuep_intento_7.mp4,29,483.333,True,240.000,270.000,0.000,369.000,224.000,0.537500,0.191667,-0.821193,53.255,82.158,132.578,3361.0,121.157,10.355341,5.143
Josuep_intento_7.mp4,30,500.000,True,240.000,270.000,0.000,369.000,223.000,0.537500,0.195833,-0.820209,52.697,82.500,131.953,3361.5,119.748,10.234875,5.149
Josuep_intento_7.mp4,31,516.667,True,240.000,270.000,0.000,369.000,223.000,0.537500,0.195833,-0.820209,52.991,82.235,132.163,3362.0,120.287,10.280920,5.154
Josuep_intento_7.mp4,32,533.333,True,240.000,270.000,0.000,369.000,223.000,0.537500,0.195833,-0.820209,53.206,82.649,132.260,3374.0,120.360,10.287211,5.172
Josuep_intento_7.mp4,33,550.000,True,240.000,270.000,0.000,369.000,223.000,0.537500,0.195833,-0.820209,52.871,82.247,132.474,3352.0,120.077,10.262973,5.152
Josuep_intento_7.mp4,34,566.667,True,240.000,270.000,0.000,369.000,223.000,0.537500,0.195833,-0.820209,52.547,82.178,132.660,3334.0,120.757,10.321146,5.091
Josuep_intento_7.mp4,35,583.333,True,240.000,270.000,0.000,370.000,224.000,0.541667,0.191667,-0.818450,52.961,81.595,132.616,3328.0,120.373,10.288321,5.148
Josuep_intento_7.mp4,36,600.000,True,240.000,270.000,0.000,370.000,224.000,0.541667,0.191667,-0.818450,52.509,81.450,132.836,3336.0,120.395,10.290133,5.103
Josuep_intento_7.mp4,37,616.667,True,240.000,270.000,0.000,370.000,224.000,0.541667,0.191667,-0.818450,53.030,81.883,132.731,3350.5,120.311,10.283021,5.157
Josuep_intento_7.mp4,38,633.333,True,240.000,270.000,0.000,370.000,224.000,0.541667,0.191667,-0.818450,53.088,82.256,133.395,3359.0,120.643,10.311354,5.148
Josuep_intento_7.mp4,39,650.000,True,240.000,270.000,0.000,370.000,225.000,0.541667,0.187500,-0.819415,53.047,82.140,133.009,3354.0,120.800,10.324761,5.138
Josuep_intento_7.mp4,40,666.667,True,240.000,270.000,0.000,370.000,225.000,0.541667,0.187500,-0.819415,53.041,82.034,132.838,3353.5,120.319,10.283638,5.158
Josuep_intento_7.mp4,41,683.333,True,240.000,270.000,0.000,370.000,225.000,0.541667,0.187500,-0.819415,53.159,81.852,133.859,3363.0,120.389,10.289680,5.166
Josuep_intento_7.mp4,42,700.000,True,240.000,270.000,0.000,370.000,225.000,0.541667,0.187500,-0.819415,52.894,81.576,133.615,3337.5,120.282,10.280532,5.145
Josuep_intento_7.mp4,43,716.667,True,240.000,270.000,0.000,370.000,225.000,0.541667,0.187500,-0.819415,52.967,81.620,134.228,3340.5,120.470,10.296600,5.144
Josuep_intento_7.mp4,44,733.333,True,240.000,270.000,0.000,370.000,225.000,0.541667,0.187500,-0.819415,52.768,81.477,133.502,3325.5,120.089,10.264052,5.141
Josuep_intento_7.mp4,45,750.000,True,240.000,270.000,0.000,370.000,225.000,0.541667,0.187500,-0.819415,52.860,81.729,133.181,3325.5,120.429,10.293043,5.135
Josuep_intento_7.mp4,46,766.667,True,240.000,270.000,0.000,368.000,224.000,0.533333,0.191667,-0.823905,52.696,81.612,132.464,3340.0,120.923,10.335316,5.099
Josuep_intento_7.mp4,47,783.333,True,240.000,270.000,0.000,367.000,224.000,0.529167,0.191667,-0.826587,52.988,81.763,132.198,3335.0,120.875,10.331202,5.129
