,archivo,duracion_total_seg,conteo_fijaciones,conteo_sacadicos,frecuencia_fijaciones_hz,frecuencia_sacadicos_hz,duracion_media_fij_ms,duracion_media_sac_ms,amplitud_media_sac_deg,vel_media_fij_deg_s,vel_media_sac_deg_s,total_archivos_procesados
0,Victoria_intento_2_ROI_640x480_data,12.766667,11.0,11.0,0.8616187764590397,0.8616187764590397,921.2120909090908,93.93936363636372,8.898504126216581,5.875422363334328,106.68975355518373,
1,Victoria_intento_4_ROI_640x480_data,12.633333,11.0,11.0,0.8707124240293516,0.8707124240293516,924.2424545454546,96.96972727272727,8.422891734280112,5.454120886158023,88.32506247657902,
2,Victoria_intento_5_ROI_640x480_data,9.133333,10.0,12.0,1.0948905509084141,1.3138686610900971,586.6667000000003,97.22225000000003,8.825187942599346,6.018454309310467,97.77522613835485,
3,Victoria_intento_1_ROI_640x480_data,12.766667,12.0,13.0,0.9399477561371343,1.018276735815229,808.3333333333331,100.0,8.584623223884602,5.174680951256944,87.85488900071354,
4,Victoria_intento_3_ROI_640x480_data,12.833333,10.0,12.0,0.7792207994602806,0.9350649593523366,979.9999000000001,97.22224999999999,8.784671232310007,4.8642243327451045,104.27545891786087,
PROMEDIO_GENERAL,,12.026666599999999,10.8,11.8,0.909278061398844,0.9999083113492109,844.0908957575757,97.0707181818182,8.703175651858128,5.477380568560973,96.9840780177384,5.0
