,offset_aplicado_ms,duracion_analizada_seg,conteo_fijaciones,conteo_sacadicos,conteo_parpadeos,frecuencia_fijaciones_hz,frecuencia_sacadicos_hz,duracion_media_fij_ms,duracion_media_sac_ms,duracion_media_parpadeo_ms,amplitud_media_sac_deg,vel_media_fij_deg_s,vel_media_sac_deg_s,total_archivos_procesados
Sthepanie_intento_1_data,500.0,17.966667,12.0,10.0,0.0,0.6679035126548513,0.5565862605457094,1283.3334166666666,96.66669999999999,0.0,6.816766954601347,4.197503760887051,84.57442716580468,
Sthepanie_intento_2_data,500.0,17.933332999999998,12.0,11.0,0.0,0.6691449938502788,0.6133829110294222,1269.4444999999994,100.0,0.0,6.438947555092001,3.1515417923740774,69.20791120801451,
Sthepanie_intento_3_data,500.0,18.0,11.0,9.0,0.0,0.6111111111111112,0.5,1475.7576363636363,100.0,0.0,8.246384255476336,3.0587861893017827,83.41988414868882,
Sthepanie_intento_4_data,500.0,17.966667,10.0,9.0,0.0,0.5565862605457094,0.5009276344911385,1633.3333,100.00000000000001,0.0,10.060601405479506,2.34026785860005,102.10325277979939,
Sthepanie_intento_5_data,500.0,17.966667,9.0,9.0,0.0,0.5009276344911385,0.5009276344911385,1807.407555555556,100.0,0.0,10.486429298617665,2.6467038932182416,108.88204994499372,
PROMEDIO_GENERAL,500.0,17.966666800000002,10.8,9.6,0.0,0.6011347025306178,0.5343648881114818,1493.8552817171717,99.33333999999999,0.0,8.409825893853371,3.078960698876241,89.63750504946022,5.0
