Muestra_ID,Real,Predicho,Acierto,Confianza,Configuracion
161,P2,P2,1,0.9,10 sujetos
1497,P7,P7,1,0.8033333333333333,10 sujetos
218,P2,P2,1,0.8966666666666666,10 sujetos
1894,P9,P9,1,0.6733333333333333,10 sujetos
668,P4,P4,1,0.5833333333333334,10 sujetos
516,P3,P3,1,0.93,10 sujetos
506,P3,P3,1,0.5266666666666666,10 sujetos
1879,P9,P9,1,0.96,10 sujetos
302,P2,P2,1,0.8066666666666666,10 sujetos
1786,P9,P9,1,0.49666666666666665,10 sujetos
613,P3,P3,1,0.87,10 sujetos
63,P1,P1,1,0.7666666666666667,10 sujetos
70,P1,P1,1,0.9266666666666666,10 sujetos
91,P1,P1,1,0.94,10 sujetos
1537,P7,P7,1,0.89,10 sujetos
260,P2,P2,1,0.8166666666666667,10 sujetos
1734,P8,P8,1,0.5433333333333333,10 sujetos
2060,P10,P4,0,0.21333333333333335,10 sujetos
630,P3,P3,1,0.56,10 sujetos
17,P1,P1,1,0.9533333333333334,10 sujetos
779,P4,P4,1,0.8066666666666666,10 sujetos
1963,P10,P6,0,0.35333333333333333,10 sujetos
682,P4,P4,1,0.7866666666666666,10 sujetos
116,P1,P1,1,0.84,10 sujetos
48,P1,P1,1,0.6366666666666667,10 sujetos
1621,P8,P8,1,0.8,10 sujetos
1951,P10,P10,1,0.7833333333333333,10 sujetos
2011,P10,P10,1,0.36666666666666664,10 sujetos
162,P2,P2,1,0.9233333333333333,10 sujetos
1542,P7,P7,1,0.97,10 sujetos
288,P2,P2,1,0.48333333333333334,10 sujetos
1571,P7,P7,1,0.8333333333333334,10 sujetos
1638,P8,P8,1,0.8933333333333333,10 sujetos
607,P3,P3,1,0.4166666666666667,10 sujetos
1608,P8,P8,1,0.6766666666666666,10 sujetos
1931,P10,P2,0,0.29,10 sujetos
1736,P8,P8,1,0.7733333333333333,10 sujetos
1733,P8,P8,1,0.94,10 sujetos
1557,P7,P7,1,0.9833333333333333,10 sujetos
961,P5,P5,1,0.7433333333333333,10 sujetos
251,P2,P2,1,0.7066666666666667,10 sujetos
496,P3,P3,1,0.8533333333333334,10 sujetos
1966,P10,P10,1,0.9433333333333334,10 sujetos
275,P2,P2,1,0.6866666666666666,10 sujetos
1637,P8,P8,1,0.9733333333333334,10 sujetos
1446,P7,P7,1,0.7566666666666667,10 sujetos
734,P4,P4,1,0.7233333333333334,10 sujetos
1871,P9,P9,1,0.8333333333333334,10 sujetos
500,P3,P3,1,0.77,10 sujetos
765,P4,P4,1,0.84,10 sujetos
1022,P5,P7,0,0.26666666666666666,10 sujetos
639,P3,P9,0,0.55,10 sujetos
2015,P10,P10,1,0.6666666666666666,10 sujetos
1088,P5,P5,1,0.8633333333333333,10 sujetos
1435,P6,P6,1,0.2966666666666667,10 sujetos
720,P4,P6,0,0.29,10 sujetos
578,P3,P3,1,0.6366666666666667,10 sujetos
1914,P9,P9,1,0.6,10 sujetos
147,P1,P1,1,0.5833333333333334,10 sujetos
723,P4,P4,1,0.6666666666666666,10 sujetos
975,P5,P3,0,0.53,10 sujetos
150,P1,P1,1,0.6733333333333333,10 sujetos
1714,P8,P8,1,0.81,10 sujetos
1401,P6,P6,1,0.44666666666666666,10 sujetos
1646,P8,P8,1,0.6166666666666667,10 sujetos
1855,P9,P9,1,0.9466666666666667,10 sujetos
2040,P10,P10,1,0.52,10 sujetos
643,P4,P2,0,0.6933333333333334,10 sujetos
1105,P5,P5,1,0.5433333333333333,10 sujetos
1934,P10,P10,1,0.8533333333333334,10 sujetos
1514,P7,P7,1,0.5733333333333334,10 sujetos
87,P1,P1,1,0.7866666666666666,10 sujetos
1810,P9,P9,1,0.67,10 sujetos
1008,P5,P5,1,0.35333333333333333,10 sujetos
970,P5,P5,1,0.5166666666666667,10 sujetos
1842,P9,P9,1,0.6033333333333334,10 sujetos
1797,P9,P9,1,0.64,10 sujetos
1579,P7,P7,1,0.47333333333333333,10 sujetos
1874,P9,P9,1,0.45666666666666667,10 sujetos
622,P3,P3,1,0.43,10 sujetos
1299,P6,P6,1,0.6033333333333334,10 sujetos
1857,P9,P9,1,0.7533333333333333,10 sujetos
769,P4,P4,1,0.6633333333333333,10 sujetos
1891,P9,P9,1,0.78,10 sujetos
1012,P5,P5,1,0.38666666666666666,10 sujetos
1667,P8,P8,1,0.93,10 sujetos
526,P3,P3,1,0.8666666666666667,10 sujetos
1779,P9,P9,1,0.8733333333333333,10 sujetos
1099,P5,P5,1,0.5966666666666667,10 sujetos
1,P1,P1,1,0.7133333333333334,10 sujetos
754,P4,P4,1,0.7966666666666666,10 sujetos
186,P2,P2,1,0.8233333333333334,10 sujetos
57,P1,P1,1,0.8266666666666667,10 sujetos
310,P2,P2,1,0.5733333333333334,10 sujetos
786,P4,P4,1,0.7133333333333334,10 sujetos
1744,P8,P8,1,0.7133333333333334,10 sujetos
1510,P7,P7,1,0.7366666666666667,10 sujetos
740,P4,P4,1,0.55,10 sujetos
663,P4,P4,1,0.42,10 sujetos
1477,P7,P7,1,0.97,10 sujetos
1447,P7,P7,1,0.59,10 sujetos
481,P3,P3,1,0.78,10 sujetos
1595,P7,P7,1,0.96,10 sujetos
1286,P6,P6,1,0.6,10 sujetos
596,P3,P3,1,0.8966666666666666,10 sujetos
1766,P9,P9,1,0.8733333333333333,10 sujetos
1459,P7,P7,1,0.6033333333333334,10 sujetos
1107,P5,P5,1,0.31,10 sujetos
603,P3,P3,1,0.6833333333333333,10 sujetos
1962,P10,P6,0,0.4066666666666667,10 sujetos
2067,P10,P10,1,0.5,10 sujetos
171,P2,P2,1,0.8366666666666667,10 sujetos
1727,P8,P8,1,0.8833333333333333,10 sujetos
1368,P6,P6,1,0.6766666666666666,10 sujetos
708,P4,P4,1,0.6266666666666667,10 sujetos
255,P2,P2,1,0.6366666666666667,10 sujetos
1799,P9,P9,1,0.9266666666666666,10 sujetos
281,P2,P2,1,0.7466666666666667,10 sujetos
1872,P9,P9,1,0.9466666666666667,10 sujetos
1521,P7,P5,0,0.49333333333333335,10 sujetos
1720,P8,P8,1,0.4066666666666667,10 sujetos
198,P2,P2,1,0.4,10 sujetos
1794,P9,P9,1,0.5266666666666666,10 sujetos
1471,P7,P7,1,0.8333333333333334,10 sujetos
155,P1,P1,1,0.9,10 sujetos
1838,P9,P9,1,0.3466666666666667,10 sujetos
1798,P9,P9,1,0.9,10 sujetos
1385,P6,P6,1,0.69,10 sujetos
160,P2,P2,1,0.8066666666666666,10 sujetos
1757,P8,P7,0,0.5433333333333333,10 sujetos
1755,P8,P8,1,0.9966666666666667,10 sujetos
1956,P10,P10,1,0.5333333333333333,10 sujetos
2020,P10,P10,1,0.44,10 sujetos
1351,P6,P6,1,0.63,10 sujetos
1705,P8,P8,1,0.7833333333333333,10 sujetos
537,P3,P3,1,0.74,10 sujetos
511,P3,P6,0,0.30333333333333334,10 sujetos
1312,P6,P6,1,0.73,10 sujetos
178,P2,P2,1,0.82,10 sujetos
590,P3,P3,1,0.6666666666666666,10 sujetos
299,P2,P2,1,0.72,10 sujetos
1442,P7,P7,1,0.7233333333333334,10 sujetos
1895,P9,P9,1,0.89,10 sujetos
189,P2,P2,1,0.5733333333333334,10 sujetos
540,P3,P3,1,0.7033333333333334,10 sujetos
1747,P8,P8,1,0.47333333333333333,10 sujetos
277,P2,P2,1,0.62,10 sujetos
503,P3,P3,1,0.79,10 sujetos
221,P2,P2,1,0.7233333333333334,10 sujetos
1954,P10,P10,1,0.65,10 sujetos
2025,P10,P10,1,0.5066666666666667,10 sujetos
1902,P9,P9,1,0.5133333333333333,10 sujetos
102,P1,P1,1,0.79,10 sujetos
1071,P5,P5,1,0.7066666666666667,10 sujetos
697,P4,P4,1,0.71,10 sujetos
1324,P6,P6,1,0.49,10 sujetos
985,P5,P5,1,0.6433333333333333,10 sujetos
1774,P9,P3,0,0.4766666666666667,10 sujetos
726,P4,P4,1,0.9033333333333333,10 sujetos
1513,P7,P7,1,0.6133333333333333,10 sujetos
546,P3,P3,1,0.8033333333333333,10 sujetos
1702,P11,P11,1,0.66,Todos los sujetos
1452,P10,P10,1,0.46,Todos los sujetos
686,P5,P1,0,0.5033333333333333,Todos los sujetos
1119,P8,P8,1,0.5766666666666667,Todos los sujetos
2018,P13,P13,1,0.3933333333333333,Todos los sujetos
351,P3,P1,0,0.7833333333333333,Todos los sujetos
1655,P11,P11,1,0.6066666666666667,Todos los sujetos
905,P6,P6,1,0.4633333333333333,Todos los sujetos
1300,P9,P9,1,0.52,Todos los sujetos
1235,P8,P8,1,0.37,Todos los sujetos
2163,P14,P7,0,0.32666666666666666,Todos los sujetos
1837,P12,P12,1,0.7166666666666667,Todos los sujetos
1282,P9,P9,1,0.5066666666666667,Todos los sujetos
1693,P11,P11,1,0.6466666666666666,Todos los sujetos
340,P3,P3,1,0.59,Todos los sujetos
890,P6,P8,0,0.53,Todos los sujetos
1303,P9,P6,0,0.71,Todos los sujetos
256,P2,P2,1,0.8266666666666667,Todos los sujetos
703,P5,P5,1,0.46,Todos los sujetos
1986,P13,P13,1,0.4166666666666667,Todos los sujetos
365,P3,P1,0,0.5566666666666666,Todos los sujetos
1945,P13,P13,1,0.4633333333333333,Todos los sujetos
1803,P12,P12,1,0.5433333333333333,Todos los sujetos
58,P1,P1,1,0.5466666666666666,Todos los sujetos
1257,P8,P8,1,0.8066666666666666,Todos los sujetos
1208,P8,P8,1,0.7066666666666667,Todos los sujetos
1455,P10,P10,1,0.9166666666666666,Todos los sujetos
1614,P11,P11,1,0.5566666666666666,Todos los sujetos
1697,P11,P11,1,0.6166666666666667,Todos los sujetos
1987,P13,P13,1,0.5166666666666667,Todos los sujetos
959,P7,P7,1,0.35333333333333333,Todos los sujetos
2046,P13,P13,1,0.93,Todos los sujetos
483,P4,P4,1,0.9,Todos los sujetos
2111,P14,P14,1,0.9133333333333333,Todos los sujetos
2041,P13,P7,0,0.67,Todos los sujetos
1292,P9,P6,0,0.37333333333333335,Todos los sujetos
554,P4,P4,1,0.84,Todos los sujetos
425,P3,P3,1,0.5933333333333334,Todos los sujetos
1997,P13,P13,1,0.6466666666666666,Todos los sujetos
1116,P7,P7,1,0.6066666666666667,Todos los sujetos
788,P5,P5,1,0.5066666666666667,Todos los sujetos
251,P2,P2,1,0.63,Todos los sujetos
563,P4,P4,1,0.77,Todos los sujetos
134,P1,P1,1,0.6433333333333333,Todos los sujetos
149,P1,P1,1,0.30333333333333334,Todos los sujetos
2075,P13,P13,1,0.34,Todos los sujetos
988,P7,P10,0,0.22,Todos los sujetos
609,P4,P4,1,0.94,Todos los sujetos
699,P5,P5,1,0.6166666666666667,Todos los sujetos
291,P2,P2,1,0.7133333333333334,Todos los sujetos
995,P7,P7,1,0.32,Todos los sujetos
1925,P13,P13,1,0.6833333333333333,Todos los sujetos
1937,P13,P14,0,0.39666666666666667,Todos los sujetos
1474,P10,P10,1,0.85,Todos los sujetos
1694,P11,P11,1,0.76,Todos los sujetos
1084,P7,P13,0,0.32,Todos los sujetos
466,P3,P3,1,0.77,Todos los sujetos
1271,P8,P8,1,0.8933333333333333,Todos los sujetos
1440,P10,P10,1,0.55,Todos los sujetos
72,P1,P1,1,0.65,Todos los sujetos
1902,P12,P12,1,0.59,Todos los sujetos
2102,P14,P11,0,0.16666666666666666,Todos los sujetos
546,P4,P4,1,0.7666666666666667,Todos los sujetos
949,P6,P1,0,0.52,Todos los sujetos
799,P6,P9,0,0.24666666666666667,Todos los sujetos
301,P2,P2,1,0.5,Todos los sujetos
1829,P12,P12,1,0.33666666666666667,Todos los sujetos
2141,P14,P14,1,0.31666666666666665,Todos los sujetos
1749,P11,P11,1,0.93,Todos los sujetos
246,P2,P2,1,0.54,Todos los sujetos
1246,P8,P8,1,0.57,Todos los sujetos
580,P4,P4,1,0.88,Todos los sujetos
481,P4,P4,1,0.7733333333333333,Todos los sujetos
367,P3,P1,0,0.88,Todos los sujetos
1783,P12,P12,1,0.7733333333333333,Todos los sujetos
1467,P10,P10,1,0.6033333333333334,Todos los sujetos
1348,P9,P9,1,0.3466666666666667,Todos los sujetos
1677,P11,P5,0,0.32666666666666666,Todos los sujetos
155,P1,P1,1,0.6833333333333333,Todos los sujetos
2079,P14,P14,1,0.4766666666666667,Todos los sujetos
344,P3,P3,1,0.74,Todos los sujetos
59,P1,P1,1,0.6666666666666666,Todos los sujetos
1059,P7,P7,1,0.5,Todos los sujetos
876,P6,P6,1,0.5766666666666667,Todos los sujetos
447,P3,P13,0,0.3433333333333333,Todos los sujetos
1667,P11,P11,1,0.94,Todos los sujetos
1701,P11,P11,1,0.9433333333333334,Todos los sujetos
967,P7,P7,1,0.4533333333333333,Todos los sujetos
1376,P9,P12,0,0.31333333333333335,Todos los sujetos
712,P5,P5,1,0.74,Todos los sujetos
2049,P13,P13,1,0.5,Todos los sujetos
1521,P10,P7,0,0.38666666666666666,Todos los sujetos
213,P2,P2,1,0.26,Todos los sujetos
462,P3,P3,1,0.6,Todos los sujetos
1724,P11,P11,1,0.64,Todos los sujetos
129,P1,P1,1,0.51,Todos los sujetos
1884,P12,P12,1,0.55,Todos los sujetos
909,P6,P6,1,0.30666666666666664,Todos los sujetos
1482,P10,P14,0,0.29,Todos los sujetos
311,P2,P2,1,0.49666666666666665,Todos los sujetos
1365,P9,P9,1,0.47333333333333333,Todos los sujetos
773,P5,P5,1,0.42333333333333334,Todos los sujetos
1021,P7,P11,0,0.3566666666666667,Todos los sujetos
2207,P14,P14,1,0.7633333333333333,Todos los sujetos
1882,P12,P12,1,0.3333333333333333,Todos los sujetos
2085,P14,P10,0,0.26666666666666666,Todos los sujetos
1954,P13,P13,1,0.5833333333333334,Todos los sujetos
1981,P13,P13,1,0.7933333333333333,Todos los sujetos
1193,P8,P6,0,0.44333333333333336,Todos los sujetos
1533,P10,P3,0,0.33666666666666667,Todos los sujetos
480,P4,P4,1,0.8933333333333333,Todos los sujetos
2199,P14,P14,1,0.8833333333333333,Todos los sujetos
757,P5,P3,0,0.32666666666666666,Todos los sujetos
210,P2,P2,1,0.5766666666666667,Todos los sujetos
2152,P14,P14,1,0.9533333333333334,Todos los sujetos
1377,P9,P12,0,0.2833333333333333,Todos los sujetos
20,P1,P1,1,0.5766666666666667,Todos los sujetos
1636,P11,P11,1,0.5333333333333333,Todos los sujetos
1453,P10,P5,0,0.32,Todos los sujetos
1778,P12,P12,1,0.9166666666666666,Todos los sujetos
1265,P8,P8,1,0.6566666666666666,Todos los sujetos
435,P3,P6,0,0.2866666666666667,Todos los sujetos
1545,P10,P10,1,0.6166666666666667,Todos los sujetos
318,P2,P2,1,0.6766666666666666,Todos los sujetos
1860,P12,P12,1,0.59,Todos los sujetos
2169,P14,P14,1,0.8166666666666667,Todos los sujetos
277,P2,P2,1,0.48,Todos los sujetos
2148,P14,P11,0,0.3333333333333333,Todos los sujetos
1353,P9,P9,1,0.76,Todos los sujetos
1277,P8,P8,1,0.61,Todos los sujetos
299,P2,P2,1,0.67,Todos los sujetos
1483,P10,P10,1,0.2833333333333333,Todos los sujetos
771,P5,P5,1,0.2633333333333333,Todos los sujetos
346,P3,P3,1,0.37,Todos los sujetos
919,P6,P6,1,0.7666666666666667,Todos los sujetos
457,P3,P3,1,0.34,Todos los sujetos
1167,P8,P8,1,0.5233333333333333,Todos los sujetos
894,P6,P6,1,0.5233333333333333,Todos los sujetos
584,P4,P4,1,0.8666666666666667,Todos los sujetos
603,P4,P4,1,0.75,Todos los sujetos
653,P5,P3,0,0.26,Todos los sujetos
787,P5,P2,0,0.37,Todos los sujetos
414,P3,P3,1,0.53,Todos los sujetos
1078,P7,P13,0,0.4066666666666667,Todos los sujetos
843,P6,P10,0,0.23333333333333334,Todos los sujetos
203,P2,P2,1,0.8,Todos los sujetos
574,P4,P4,1,0.44,Todos los sujetos
688,P5,P5,1,0.49666666666666665,Todos los sujetos
1878,P12,P12,1,0.94,Todos los sujetos
1540,P10,P10,1,0.9266666666666666,Todos los sujetos
2062,P13,P13,1,0.7033333333333334,Todos los sujetos
1821,P12,P12,1,0.7533333333333333,Todos los sujetos
418,P3,P3,1,0.6133333333333333,Todos los sujetos
1471,P10,P10,1,0.83,Todos los sujetos
1364,P9,P9,1,0.35333333333333333,Todos los sujetos
2225,P14,P14,1,0.9566666666666667,Todos los sujetos
1051,P7,P7,1,0.7233333333333334,Todos los sujetos
719,P5,P5,1,0.6466666666666666,Todos los sujetos
614,P4,P4,1,0.8366666666666667,Todos los sujetos
1159,P8,P8,1,0.71,Todos los sujetos
1627,P11,P11,1,0.9366666666666666,Todos los sujetos
569,P4,P4,1,0.8366666666666667,Todos los sujetos
366,P3,P1,0,0.8166666666666667,Todos los sujetos
1578,P10,P10,1,0.31,Todos los sujetos
740,P5,P5,1,0.4066666666666667,Todos los sujetos
1862,P12,P12,1,0.8033333333333333,Todos los sujetos
1746,P11,P11,1,0.7133333333333334,Todos los sujetos
1847,P12,P12,1,0.7433333333333333,Todos los sujetos
1922,P13,P13,1,0.75,Todos los sujetos
1873,P12,P12,1,0.89,Todos los sujetos
1811,P12,P12,1,0.7666666666666667,Todos los sujetos
996,P7,P7,1,0.43,Todos los sujetos
1018,P7,P7,1,0.25333333333333335,Todos los sujetos
1737,P11,P11,1,0.9533333333333334,Todos los sujetos
103,P1,P1,1,0.87,Todos los sujetos
2028,P13,P3,0,0.32666666666666666,Todos los sujetos
107,P1,P1,1,0.8733333333333333,Todos los sujetos
1312,P9,P9,1,0.55,Todos los sujetos
731,P5,P5,1,0.7866666666666666,Todos los sujetos
1599,P11,P11,1,0.61,Todos los sujetos
2190,P14,P14,1,0.5433333333333333,Todos los sujetos
2122,P14,P5,0,0.37,Todos los sujetos
1181,P8,P8,1,0.8733333333333333,Todos los sujetos
1309,P9,P9,1,0.35333333333333333,Todos los sujetos
739,P5,P5,1,0.7633333333333333,Todos los sujetos
1063,P7,P7,1,0.78,Todos los sujetos
683,P5,P5,1,0.8,Todos los sujetos
1331,P9,P9,1,0.5833333333333334,Todos los sujetos
1592,P10,P10,1,0.7433333333333333,Todos los sujetos
1964,P13,P3,0,0.31333333333333335,Todos los sujetos
1171,P8,P8,1,0.5266666666666666,Todos los sujetos
659,P5,P5,1,0.64,Todos los sujetos
969,P7,P7,1,0.4866666666666667,Todos los sujetos
961,P7,P7,1,0.8033333333333333,Todos los sujetos
795,P5,P5,1,0.94,Todos los sujetos
2193,P14,P14,1,0.58,Todos los sujetos
942,P6,P6,1,0.8033333333333333,Todos los sujetos
968,P7,P7,1,0.37,Todos los sujetos
1833,P12,P12,1,0.8333333333333334,Todos los sujetos
1189,P8,P6,0,0.47,Todos los sujetos
1228,P8,P3,0,0.38333333333333336,Todos los sujetos
1209,P8,P8,1,0.63,Todos los sujetos
1142,P8,P8,1,0.5933333333333334,Todos los sujetos
695,P5,P5,1,0.3933333333333333,Todos los sujetos
54,P1,P1,1,0.6733333333333333,Todos los sujetos
323,P3,P3,1,0.5133333333333333,Todos los sujetos
290,P2,P2,1,0.67,Todos los sujetos
547,P4,P4,1,0.7866666666666666,Todos los sujetos
21,P1,P1,1,0.47,Todos los sujetos
1834,P12,P12,1,0.7266666666666667,Todos los sujetos
572,P4,P4,1,0.3,Todos los sujetos
1643,P11,P11,1,0.5933333333333334,Todos los sujetos
2054,P13,P13,1,0.37333333333333335,Todos los sujetos
1030,P7,P7,1,0.8533333333333334,Todos los sujetos
1854,P12,P12,1,0.9,Todos los sujetos
433,P3,P3,1,0.63,Todos los sujetos
993,P7,P14,0,0.44333333333333336,Todos los sujetos
1092,P7,P7,1,0.5233333333333333,Todos los sujetos
1476,P10,P10,1,0.8766666666666667,Todos los sujetos
1927,P13,P13,1,0.35333333333333333,Todos los sujetos
17,P1,P1,1,0.7266666666666667,Todos los sujetos
832,P6,P9,0,0.33666666666666667,Todos los sujetos
937,P6,P6,1,0.38333333333333336,Todos los sujetos
2175,P14,P14,1,0.6633333333333333,Todos los sujetos
1307,P9,P5,0,0.23,Todos los sujetos
1900,P12,P12,1,0.7033333333333334,Todos los sujetos
1668,P11,P11,1,0.7066666666666667,Todos los sujetos
2184,P14,P11,0,0.43333333333333335,Todos los sujetos
620,P4,P4,1,0.8433333333333334,Todos los sujetos
1849,P12,P12,1,0.9566666666666667,Todos los sujetos
1447,P10,P10,1,0.44333333333333336,Todos los sujetos
972,P7,P7,1,0.55,Todos los sujetos
2010,P13,P13,1,0.49333333333333335,Todos los sujetos
793,P5,P5,1,0.5966666666666667,Todos los sujetos
57,P1,P1,1,0.78,Todos los sujetos
1363,P9,P9,1,0.37666666666666665,Todos los sujetos
470,P3,P3,1,0.5366666666666666,Todos los sujetos
1164,P8,P8,1,0.6,Todos los sujetos
336,P3,P3,1,0.41,Todos los sujetos
211,P2,P2,1,0.54,Todos los sujetos
1036,P7,P11,0,0.32,Todos los sujetos
846,P6,P6,1,0.7333333333333333,Todos los sujetos
642,P5,P5,1,0.5766666666666667,Todos los sujetos
619,P4,P4,1,0.7766666666666666,Todos los sujetos
884,P6,P7,0,0.3466666666666667,Todos los sujetos
1287,P9,P9,1,0.43333333333333335,Todos los sujetos
888,P6,P6,1,0.6466666666666666,Todos los sujetos
1645,P11,P5,0,0.27666666666666667,Todos los sujetos
823,P6,P6,1,0.4633333333333333,Todos los sujetos
1172,P8,P8,1,0.5266666666666666,Todos los sujetos
2036,P13,P13,1,0.4866666666666667,Todos los sujetos
1759,P12,P12,1,0.8566666666666667,Todos los sujetos
841,P6,P8,0,0.33,Todos los sujetos
1642,P11,P11,1,0.62,Todos los sujetos
70,P1,P1,1,0.8233333333333334,Todos los sujetos
302,P2,P2,1,0.66,Todos los sujetos
1689,P11,P11,1,0.7966666666666666,Todos los sujetos
931,P6,P6,1,0.3566666666666667,Todos los sujetos
2219,P14,P14,1,0.6333333333333333,Todos los sujetos
240,P2,P2,1,0.7066666666666667,Todos los sujetos
2125,P14,P13,0,0.38333333333333336,Todos los sujetos
878,P6,P6,1,0.2633333333333333,Todos los sujetos
1169,P8,P12,0,0.39,Todos los sujetos
50,P1,P1,1,0.30333333333333334,Todos los sujetos
1531,P10,P10,1,0.4766666666666667,Todos los sujetos
2059,P13,P13,1,0.33,Todos los sujetos
803,P6,P6,1,0.35,Todos los sujetos
8,P1,P1,1,0.6833333333333333,Todos los sujetos
741,P5,P5,1,0.4866666666666667,Todos los sujetos
2223,P14,P14,1,0.8666666666666667,Todos los sujetos
503,P4,P4,1,0.87,Todos los sujetos
1589,P10,P10,1,0.7633333333333333,Todos los sujetos
1254,P8,P8,1,0.6766666666666666,Todos los sujetos
1893,P12,P12,1,0.4266666666666667,Todos los sujetos
1354,P9,P9,1,0.5733333333333334,Todos los sujetos
1750,P11,P11,1,0.42,Todos los sujetos
1219,P8,P8,1,0.45666666666666667,Todos los sujetos
2040,P13,P7,0,0.4166666666666667,Todos los sujetos
1974,P13,P9,0,0.22,Todos los sujetos
88,P1,P3,0,0.27,Todos los sujetos
1931,P13,P14,0,0.22,Todos los sujetos
386,P3,P3,1,0.39,Todos los sujetos
1823,P12,P12,1,0.54,Todos los sujetos
310,P2,P2,1,0.53,Todos los sujetos
1977,P13,P13,1,0.4766666666666667,Todos los sujetos
446,P3,P3,1,0.2866666666666667,Todos los sujetos
416,P3,P3,1,0.4266666666666667,Todos los sujetos
1226,P8,P8,1,0.8566666666666667,Todos los sujetos
297,P2,P2,1,0.6533333333333333,Todos los sujetos
1565,P10,P10,1,0.49666666666666665,Todos los sujetos
152,P1,P1,1,0.55,Todos los sujetos
377,P3,P3,1,0.49333333333333335,Todos los sujetos
2136,P14,P14,1,0.6266666666666667,Todos los sujetos
2068,P13,P13,1,0.78,Todos los sujetos
1381,P9,P9,1,0.45,Todos los sujetos
308,P2,P2,1,0.68,Todos los sujetos
1369,P9,P9,1,0.7233333333333334,Todos los sujetos
1789,P12,P12,1,0.6133333333333333,Todos los sujetos
1437,P9,P9,1,0.4533333333333333,Todos los sujetos
148,P1,P1,1,0.4,Todos los sujetos
1406,P9,P4,0,0.32,Todos los sujetos
34,P1,P1,1,0.6933333333333334,Todos los sujetos
486,P4,P4,1,0.79,Todos los sujetos
187,P2,P2,1,0.7166666666666667,Todos los sujetos
593,P4,P4,1,0.7033333333333334,Todos los sujetos
234,P2,P2,1,0.86,Todos los sujetos
1088,P7,P7,1,0.8333333333333334,Todos los sujetos
262,P2,P2,1,0.37333333333333335,Todos los sujetos
769,P5,P5,1,0.42,Todos los sujetos
1557,P10,P10,1,0.99,Todos los sujetos
752,P5,P5,1,0.41,Todos los sujetos
89,P1,P1,1,0.3933333333333333,Todos los sujetos
1587,P10,P10,1,0.7233333333333334,Todos los sujetos
1735,P11,P10,0,0.39666666666666667,Todos los sujetos
1337,P9,P9,1,0.74,Todos los sujetos
1730,P11,P11,1,0.9666666666666667,Todos los sujetos
2112,P14,P14,1,0.9366666666666666,Todos los sujetos
1795,P12,P12,1,0.7033333333333334,Todos los sujetos
1499,P10,P10,1,0.5966666666666667,Todos los sujetos
1158,P8,P8,1,0.5833333333333334,Todos los sujetos
819,P6,P9,0,0.30333333333333334,Todos los sujetos
1043,P7,P7,1,0.4866666666666667,Todos los sujetos
1428,P9,P9,1,0.44,Todos los sujetos
221,P2,P2,1,0.67,Todos los sujetos
130,P1,P1,1,0.4066666666666667,Todos los sujetos
325,P3,P3,1,0.47333333333333333,Todos los sujetos
1380,P9,P9,1,0.25666666666666665,Todos los sujetos
321,P3,P1,0,0.5066666666666667,Todos los sujetos
1248,P8,P8,1,0.7333333333333333,Todos los sujetos
260,P2,P2,1,0.77,Todos los sujetos
548,P4,P4,1,0.78,Todos los sujetos
495,P4,P4,1,0.52,Todos los sujetos
1568,P10,P10,1,0.5633333333333334,Todos los sujetos
512,P4,P4,1,0.7933333333333333,Todos los sujetos
1657,P11,P11,1,0.5466666666666666,Todos los sujetos
2123,P14,P5,0,0.41,Todos los sujetos
215,P2,P2,1,0.6566666666666666,Todos los sujetos
1276,P8,P8,1,0.46,Todos los sujetos
1318,P9,P9,1,0.5,Todos los sujetos
1839,P12,P12,1,0.6666666666666666,Todos los sujetos
1075,P7,P7,1,0.4666666666666667,Todos los sujetos
1206,P8,P8,1,0.8533333333333334,Todos los sujetos
810,P6,P6,1,0.35333333333333333,Todos los sujetos
171,P2,P2,1,0.8333333333333334,Todos los sujetos
1768,P12,P12,1,0.5933333333333334,Todos los sujetos
272,P2,P14,0,0.3933333333333333,Todos los sujetos
1315,P9,P9,1,0.45666666666666667,Todos los sujetos
923,P6,P6,1,0.74,Todos los sujetos
2099,P14,P9,0,0.20666666666666667,Todos los sujetos
1359,P9,P12,0,0.6733333333333333,Todos los sujetos
443,P3,P3,1,0.66,Todos los sujetos
508,P4,P4,1,0.37333333333333335,Todos los sujetos
77,P1,P1,1,0.96,Todos los sujetos
702,P5,P5,1,0.6533333333333333,Todos los sujetos
293,P2,P2,1,0.76,Todos los sujetos
2185,P14,P14,1,0.41,Todos los sujetos
2087,P14,P14,1,0.7366666666666667,Todos los sujetos
723,P5,P5,1,0.6133333333333333,Todos los sujetos
287,P2,P2,1,0.5666666666666667,Todos los sujetos
162,P2,P2,1,0.8233333333333334,Todos los sujetos
1082,P7,P7,1,0.35,Todos los sujetos
160,P2,P2,1,0.6766666666666666,Todos los sujetos
713,P5,P5,1,0.6466666666666666,Todos los sujetos
579,P4,P4,1,0.81,Todos los sujetos
1023,P7,P7,1,0.6533333333333333,Todos los sujetos
1284,P9,P9,1,0.6366666666666667,Todos los sujetos
2101,P14,P5,0,0.33,Todos los sujetos
2156,P14,P14,1,0.5733333333333334,Todos los sujetos
412,P3,P3,1,0.5933333333333334,Todos los sujetos
594,P4,P4,1,0.8,Todos los sujetos
423,P3,P1,0,0.47,Todos los sujetos
