event_id,event_type,event_class,start_time_ms,end_time_ms,duration_ms,amplitude_deg,velocidad_promedio_deg_s
s_1,sacadico,sacadico,533.333,600.0,66.66700000000003,4.189029624019467,77.62680282560795
s_6,sacadico,sacadico,700.0,766.667,66.66700000000003,1.258399985362179,105.39272149828916
s_56,sacadico,sacadico,2366.667,2466.667,100.0,5.956189201621904,67.69883999748689
s_97,sacadico,sacadico,3733.333,3833.333,100.0,2.552343353816641,30.83057799372559
s_116,sacadico,sacadico,4366.667,4466.667,100.0,9.441932515912656,85.3075237325118
s_177,sacadico,sacadico,6400.0,6500.0,100.0,15.859568653518568,163.72660807502913
s_235,sacadico,sacadico,8333.333,8433.333,100.0,6.7445268937992875,66.64953331119402
s_293,sacadico,sacadico,10266.667,10366.667,100.0,9.028417802277469,91.05729335628374
s_303,sacadico,sacadico,10600.0,10700.0,100.0,3.2697603379076283,32.70406621902789
s_353,sacadico,sacadico,12266.667,12366.667,100.0,12.788297923380737,151.98451076838626
s_412,sacadico,sacadico,14233.333,14333.333,100.0,6.5196105353789955,73.70407401181826
s_472,sacadico,sacadico,16233.333,16333.333,100.0,6.251763221585854,75.77438120101186
