event_id,event_type,event_class,start_time_ms,end_time_ms,duration_ms,amplitude_deg,velocidad_promedio_deg_s
s_2,sacadico,sacadico,506.667,516.667,10.000000000000057,0.3433901387169673,44.63946230307208
s_10,sacadico,sacadico,533.333,540.0,6.66700000000003,0.24539174377420497,22.556623359017504
s_15,sacadico,sacadico,550.0,560.0,10.0,1.4112274742576467,209.68522385398037
s_21,sacadico,sacadico,570.0,573.333,3.33299999999997,0.0,68.72250297586862
s_25,sacadico,sacadico,583.333,590.0,6.66700000000003,0.3455434608879825,81.58930895615377
s_30,sacadico,sacadico,600.0,606.667,6.66700000000003,0.24326350199993643,30.869450090208257
s_34,sacadico,sacadico,613.333,620.0,6.66700000000003,0.05901732553403356,36.27273664062564
s_37,sacadico,sacadico,623.333,630.0,6.66700000000003,0.0,2.267625278618555
s_42,sacadico,sacadico,640.0,646.667,6.66700000000003,10.617161073339103,1724.0557236628044
s_47,sacadico,sacadico,656.667,670.0,13.33299999999997,0.5376793177213329,49.49101602483756
s_54,sacadico,sacadico,680.0,686.667,6.66700000000003,0.247385175554084,35.005552234806224
s_59,sacadico,sacadico,696.667,703.333,6.66599999999994,0.06587824143190728,32.11469471154254
s_63,sacadico,sacadico,710.0,723.333,13.33299999999997,0.2565919282299075,51.25253339558533
s_70,sacadico,sacadico,733.333,740.0,6.66700000000003,0.0,18.395369775659344
s_74,sacadico,sacadico,746.667,756.667,10.0,0.2491295062740873,37.101107774279754
s_78,sacadico,sacadico,760.0,770.0,10.0,0.24534867666436322,34.981210355461414
s_89,sacadico,sacadico,796.667,806.667,10.0,0.24119767608765316,19.64234643035175
s_101,sacadico,sacadico,836.667,843.333,6.66599999999994,4.407225169529014,840.2784071415053
s_106,sacadico,sacadico,853.333,856.667,3.33400000000006,0.0,42.18256928022106
s_110,sacadico,sacadico,866.667,873.333,6.66599999999994,0.03630138749781088,25.916251519876855
s_114,sacadico,sacadico,880.0,896.667,16.66700000000003,0.03630138749781088,10.89041646712983
s_121,sacadico,sacadico,903.333,913.333,10.0,90.0,22.46155114462885
s_127,sacadico,sacadico,923.333,933.333,10.0,0.23731747627034547,88.68265831218395
s_131,sacadico,sacadico,936.667,940.0,3.33299999999997,0.05189448180145671,33.65260634514866
s_135,sacadico,sacadico,950.0,986.667,36.66700000000003,0.05189448180145671,15.568344851772755
s_147,sacadico,sacadico,990.0,1006.667,16.66700000000003,0.25208100584501153,46.09848781962043
s_149,sacadico,sacadico,996.667,1020.0,23.33299999999997,0.24457639997368785,42.92502273544649
s_159,sacadico,sacadico,1030.0,1040.0,10.0,6.967176289612051,714.0203496776232
s_164,sacadico,sacadico,1046.667,1053.333,6.666000000000167,0.23846819374477546,51.06164673230495
s_169,sacadico,sacadico,1063.333,1073.333,10.0,0.23013491362679783,66.78867610933014
s_177,sacadico,sacadico,1090.0,1096.667,6.666999999999916,0.532920207452291,95.67017315412436
s_186,sacadico,sacadico,1120.0,1130.0,10.0,0.5340948433499155,62.626271756500756
s_191,sacadico,sacadico,1136.667,1146.667,10.0,0.0,60.64676753180413
s_197,sacadico,sacadico,1156.667,1160.0,3.3330000000000837,0.0,34.3907407323695
s_199,sacadico,sacadico,1163.333,1166.667,3.3339999999998327,0.0,34.14643211172073
s_201,sacadico,sacadico,1170.0,1180.0,10.0,0.2504997719857103,38.05225030968228
s_206,sacadico,sacadico,1186.667,1203.333,16.666000000000167,0.2504997719857103,49.974914724036715
s_209,sacadico,sacadico,1196.667,1216.667,20.0,0.0,63.14734596147111
s_213,sacadico,sacadico,1210.0,1236.667,26.666999999999916,19.541446748656945,689.6621577350436
s_218,sacadico,sacadico,1226.667,1263.333,36.66600000000017,90.0,551.4525695715366
s_227,sacadico,sacadico,1256.667,1280.0,23.333000000000084,1.6031187174648962,139.89641026001988
s_231,sacadico,sacadico,1270.0,1290.0,20.0,1.7310306215494213,134.7569023579118
s_239,sacadico,sacadico,1296.667,1300.0,3.3330000000000837,0.0,33.62665793081793
s_248,sacadico,sacadico,1326.667,1333.333,6.666000000000167,0.2555770904708325,53.86076846797632
s_253,sacadico,sacadico,1343.333,1376.667,33.33399999999983,0.07375491946121271,22.12643030835282
s_265,sacadico,sacadico,1383.333,1390.0,6.666999999999916,0.2589730748011756,37.07495070618007
s_272,sacadico,sacadico,1406.667,1410.0,3.3330000000000837,0.0,29.326274013688085
s_276,sacadico,sacadico,1420.0,1430.0,10.0,6.915125123439135,706.7942274160062
s_281,sacadico,sacadico,1436.667,1443.333,6.666000000000167,0.24896540990038443,60.28791253624746
s_289,sacadico,sacadico,1463.333,1476.667,13.333999999999833,0.08265591623648014,103.06877830498313
s_296,sacadico,sacadico,1486.667,1493.333,6.666000000000167,0.2514519980686002,57.10863837193898
s_302,sacadico,sacadico,1506.667,1513.333,6.666000000000167,0.2514519980686002,57.10863837193898
s_307,sacadico,sacadico,1523.333,1526.667,3.3339999999998327,0.03792669082026621,39.06914448303189
s_311,sacadico,sacadico,1536.667,1543.333,6.666000000000167,0.0,18.38656788406859
s_315,sacadico,sacadico,1550.0,1560.0,10.0,0.24078020805045555,26.902542092222593
s_320,sacadico,sacadico,1566.667,1570.0,3.3330000000000837,0.048630382886751596,14.588948441705504
s_323,sacadico,sacadico,1576.667,1586.667,10.0,0.24555134325487943,27.58914687903889
s_328,sacadico,sacadico,1593.333,1610.0,16.666999999999916,0.028387500571476137,8.516250341750807
s_332,sacadico,sacadico,1606.667,1630.0,23.333000000000084,9.383581946616312,363.2039014785434
