event_id,event_type,event_class,start_time_ms,end_time_ms,duration_ms,amplitude_deg,velocidad_promedio_deg_s
b_2,parpadeo,parpadeo,663.333,670.0,6.66700000000003,,
b_4,parpadeo,parpadeo,883.333,890.0,6.66700000000003,,
b_6,parpadeo,parpadeo,1053.333,1063.333,10.0,,
b_8,parpadeo,parpadeo,1120.0,1126.667,6.666999999999916,,
