event_id,event_type,event_class,start_time_ms,end_time_ms,duration_ms,amplitude_deg,velocidad_promedio_deg_s
s_37,sacadico,sacadico,1266.667,1366.667,100.0,6.271809562842856,69.64077906601356
s_56,sacadico,sacadico,1900.0,2100.0,200.0,9.616863030458367,101.03396219076788
s_104,sacadico,sacadico,3500.0,3600.0,100.0,5.275022084387049,60.93789284783672
s_127,sacadico,sacadico,4266.667,4366.667,100.0,90.0,49.29443851101969
s_158,sacadico,sacadico,5300.0,5400.0,100.0,13.940950451265795,148.40179465231785
s_188,sacadico,sacadico,6300.0,6400.0,100.0,90.0,59.751953542446884
s_211,sacadico,sacadico,7066.667,7166.667,100.0,3.235467100478703,32.091591610631774
